PPN	Signatur	Signatur_PPN	Product	DateCreated	Artist	
490311067	CD 2219	CD 2219 490311067	Souvenirs de un deux trois / Franco et le T.P. OK Jazz - Grace-Music	1995	Franco <Musiker> / Tout-Puissant OK Jazz	
490311075	CD 2220	CD 2220 490311075	Héritage de Franco / Orchestre T.P. O.K. Jazz - Sango Music	1991	Josky / Tout-Puissant OK Jazz	
490325777	CD 2153	CD 2153 490325777	Marie Louise / Wendo Kolosoy - Label Bleu	1999	Kolosoy, Wendo / Kolosoy, Wendo	
490328865	CD 2155	CD 2155 490328865	Out of Africa : volume 5 / [Diverse Interpret*innen] - Secret Records/IES Production	1990		
490330746	CD 2157	CD 2157 490330746	Keba na moniato / Le Prince Youlou Mabiala & L’Orchestre Kamikaze Loningisa - Flash Diffusion Business	2000	Mabiala, Youlou / Kamikaze Loningisa	
490775497	CD 2222	CD 2222 490775497	1982, 1985 / Franco, Simaro, Sam Mangwana et le T.P. O.K Jazz - Sonodisc	1994	Franco <Musiker> / Simaro <Musiker> / Mangwana, Sam / Tout-Puissant OK Jazz	
490775527	CD 2223	CD 2223 490775527	Francophonic  volume 1 : 1953 - 1980 / Franco & le TPOK Jazz - 	2008	Franco <Musiker> / Tout-Puissant OK Jazz	
490775543	CD 2224	CD 2224 490775543	Francophonic volume 2 : 1980 - 1989 / Franco & le TPOK Jazz - Sterns Music	2009	Franco <Musiker> / Tout-Puissant OK Jazz	
490775578	CD 2225	CD 2225 490775578	Monzo / Franco Simaro N’dombe et le T.P.O.K. Jazz - Sonodisc	1998	Simaro <Musiker> / Tout-Puissant OK Jazz	
490775586	CD 2226	CD 2226 490775586	1972, 1973, 1974 / Franco & le T.P.O.K. Jazz - Sonodisc	1993	Franco <Musiker> / Tout-Puissant OK Jazz	
490775594	CD 2227	CD 2227 490775594	Extra ball / Loketo - Shanashie	1991	Loketo	
490775608	CD 2238	CD 2238 490775608	Botyiaki ntembe / Wendo Kolosoy - Cristal Records	2007	Kolosoy, Wendo	
490775624	CD 2239	CD 2239 490775624	Clan African Jazz : compil des années 50 à 60. Hommage à Grand Kallé et au Docteur Nico / African-Jazz - MM Production	2004	African Jazz	
490775632	CD 2240	CD 2240 490775632	Pongi / Ray Lema, Professeur Stefanov et les voix bulgares de l’ensemble Pirin’ - Buda Musique	1992	Lema, Ray / Stefanov, Kiril / Pirin	
490775659	CD 2241	CD 2241 490775659	Chaude ambiance avec le T.P. OK Jazz / T.P. Ok Jazz, le Poète Lutumba, le Commandant Kiambukuta, Madilu Multi Systeme - Babi Production International	1993	Tout-Puissant OK Jazz	
490775675	CD 2242	CD 2242 490775675	Muzina / Tabu Ley Seigneur Rochereau et l’Orchestre Afrisa International - Rounder Records	1994	Ley, Tabu / Afrisa International Orchestra	
490775756	CD 2243	CD 2243 490775756	Franco, Simaro et le TP OK Jazz / Franco, Simaro et le TP OK Jazz - African	1992	Franco <Musiker> / Simaro <Musiker> / Tout-Puissant OK Jazz	
490775853	CD 2244	CD 2244 490775853	Tata masamba / Ricardo Lemvo and Makina Loca - Mopiato Music	1996	Lemvo, Ricardo / Makina Loca	
490789730	R 4930	R 4930 490789730	Vol. 5 / Rock a Mambo - Pathé Marconi/EMI	1977	Rock-a-Mambo	
490791883	R 4932	R 4932 490791883	Vol. 1 : (1962-1964) Bantous Jazz / Bantous Jazz - African	1985	Les Bantous de la Capitale	
490793452	CD 2245	CD 2245 490793452	Les yeux dans les yeux / Bozi Boziana - Musicanova	1995	Boziana, Bozi / Nzimbi, Al / Boziana, Bozi	
490794483	CD 2246	CD 2246 490794483	Le voyageur / Papa Wemba - Realworld	1992	Papa Wemba	
490795366	CD 2248	CD 2248 490795366	Bana Congo / Papa Noel & Papi Oviedo - Tumi Music	2002	Papa Noël / Papi Oviedo	
49079677X	CD 2249	CD 2249 49079677X	Haute tension / Papa Noël & le duo incomparable: Carlyto Lassa, Wuta Mayi - Les Mampoko’s	1994	Papa Noël / Papa Noël / Wuta Mayi, Gaspard / Carlito	
490797288	CD 2250	CD 2250 490797288	Gerant / Pepe Kalle - Syllart	1991	Pépé Kallé	
490798179	R 4933	R 4933 490798179	Pot pourri sur le passé / Les Bantous - BIM	1976	Malapet, Nino / Essous, Jean Serge / Les Bantous de la Capitale	
49080022X	R 4935	R 4935 49080022X	Vol. 1 / Kongo Retro Band - Universal Music Records	1982	Bavouéza Guinot, Marcel / Kongo Retro Band	
490820514	R 4941	R 4941 490820514	Hit Parade Africain / Verschiedene Interpreten - Melodisc	1974	Orchestre Sinza / Tout-Puissant OK Jazz / Orchestre Les Rebelles / Bantous / Orchestre Les Noirs / Orchestre Mando Negro Kwala Kwa / Orchestre Hi-Fives	
490823599	R 4943	R 4943 490823599	Holiday in Africa / Verschiedene Interpreten - 	1972	Tout-Puissant OK Jazz / Orchestre Mando Negro Kwala Kwa / Orchestre Sinza / Orchestre Hi-Fives / Bantous	
490828841	R 4944	R 4944 490828841	"African retro" : volume 6 / Verschiedene Interpreten - Sociéte Ivoirenne du Disque	1977	African Fiesta / Rock-a-Mambo / Orchestre Negro Band	
490841953	R 4947	R 4947 490841953	From Congo with love / Verschiedene Intepreten - EMI	1975	Orchestre Bella-Bella / Tout-Puissant OK Jazz / Orchestre Veve	
49093787X	CD 2251	CD 2251 49093787X	1968, 1969, 1970 / Rochereau, Sam Mangwana & l’African Fiesta National - Sonodisc	1993	Ley, Tabu / Mangwana, Sam / African Fiesta	
490938051	CD 2184	CD 2184 490938051	Mambo yo yo / Ricardo Lemvo & Makina Loca - Putumayo World Music	1998	Lemvo, Ricardo / Makina Loca	
490938191	CD 2185	CD 2185 490938191	Attention! / Rigo Star - Jeka Publishing/IMA Entertainment Group	1998	Rigo Star / Rigo Star	
491000251	R 4948	R 4948 491000251	Toute l'Afrique danse sur les rythmes du Congo / Verschiedene Interpreten - Stenco	1965	Les Bantous de la Capitale / Orchestre Fiesta Negro / Les Batchichas / Orchestre Negro Band / Orchestre Cercul Jazz	
491047061	R 4959	R 4959 491047061	Volume 1 / Orchestre Kiam - Editions Vévé	1977	Orchestre Kiam	
491049129	R 4960	R 4960 491049129	Super hits : vol. 1 / Orchestre Grand Piza - ASL - Associated Sound (East Africa) Ltd./Phonogram Ltd.	1977	Roy, Makengo / Orchestre Grand Piza	
491091419	R 4962	R 4962 491091419	Photo Madjesi / Trio Madjesi, Orchestre Sosoliso - African	1974	Matadini Mabele, Mario / Trio Madjesi / Orchestre Sosoliso	
491093640	R 4964	R 4964 491093640	Deux temps / Emeneya et le Victoria Eleison - Editions Kaluila	1987	Emeneya / Victoria Eleison	
491101589	R 4969	R 4969 491101589	Ayindjo / Les Editions Veve présentent : l'Orchestre Kamale et son célèbre chanteur Nyboma (Davos) - African	1977	Nyboma / Orchestre Les Kamale	
491117183	R 4973	R 4973 491117183	Moyibi / Pépé Kallé et Nyboma - Syllart Records	1988	Pépé Kallé / Nyboma	
491120184	R 4971	R 4971 491120184	Tu seras coupable pour rien / Orchestre : Kamalé - Innovation	1986	Kiland, L.M. / Orchestre Les Kamale	
491121806	R 4972	R 4972 491121806	Tounde mon amour / Chanté par Nyboma, Bovi et Kilola - Innovation	1982	Kiland, L.M. / Vata Mombassa / Nyboma / Mukoko, Bovi / Salaika, Kilola	
491130198	R 4970	R 4970 491130198	Baya baya / Orchestres Kamale et Kiam - Veve International	1982	Orchestre Les Kamale / Orchestre Kiam	
491141858	R 4977	R 4977 491141858	Elalie / Lita-Bembo - Le Passeport	1982	Bembo, Lita	
491142633	R 4978	R 4978 491142633	Judas / Lita Bembo Kolo Kwanga - V.I.S.A. 1980	1980	Bembo, Lita / Stukas	
491143451	R 4979	R 4979 491143451	Kibata / Lita Bembo et Le Stukas Du Zaïre - Disco Stock	1982	Kisola Nzita, Gaby / Bembo, Lita / Stukas	
49115058X	R 4981	R 4981 49115058X	Zabolo / Empire Bakuba de Pepe Kalle - Disco Stock	1982	Pépé Kallé / Empire Bakuba	
491151683	R 4982	R 4982 491151683	Mandat d'arrêt / Fafa de Molokai - Philo-nteke	1985	de Molokaï, Fafa	
491152809	R 4983	R 4983 491152809	M'fono yami / Papa Wemba - Stern's Africa	1988	Papa Wemba	
491154755	R 4984	R 4984 491154755	Place Vendome / Modogo Gian Franco Ferré et Papa Wemba avec L'Orchestre Viva La Musica - Disques Espérance	1989	Ferré, Modogo Gianfranco / Papa Wemba / Viva la Musica	
491157428	R 4985	R 4985 491157428	L'esclave / Papa Wemba - Gitta Production	1986	Papa Wemba / Viva la Musica	
491161034	R 4986	R 4986 491161034	Papa Wemba à Paris / Papa Wemba - V.I.S.A. 1980	1980	Papa Wemba / Viva la Musica	
491161603	R 4991	R 4991 491161603	Joujou / Evoloko Jocker - V.I.S.A.	1980	Evoloko Jocker	
491317492	R 4996	R 4996 491317492	Vol. 2 : (1962-1964) Bantous Jazz / Bantous Jazz - African	1985	Les Bantous de la Capitale	
491321325	R 4994	R 4994 491321325	Vol. 1 / Leon Bukasa - Universal Music Records	1982	Bukasa, Léon / Bavouéza Guinot, Marcel / Kongo Retro Band	
491333900	R 4999	R 4999 491333900	Mwana kinkala / Les Bantous De la Capitale - Music Press	1982	Les Bantous de la Capitale	
491335024	R 5000	R 5000 491335024	Bakolo m'boka / Les Bantous De La Capitale - Apia	1984	Les Bantous de la Capitale	
491342950	R 5001	R 5001 491342950	Mitoga / Orchestre S.B.B. - Musi-Club	1982	Orchestre Super-Boboto	
491345186	R 5004	R 5004 491345186	Chante Karibou / Le Prince Youlou Mabiala - Rythmes Et Music	1984	Mabiala, Youlou / Kamikaze Loningisa	
491345895	R 5005	R 5005 491345895	To-sangana / Master - Disques "Sonics"	1981	Master Mwana Congo	
49134791X	R 5006	R 5006 49134791X	Samantha / Pamelo Mounka - Disques "Sonics"	1982	Mounk'a, Pamelo	
491511493	R 5007	R 5007 491511493	Laisse toi vivre mamouni / Pamelo Mounka - Disques "Sonics"	1983	Mounk'a, Pamelo	
491512309	R 5008	R 5008 491512309	L'argent appelle l'argent / Pamelo - Disques "Sonics"	1981	Mounk'a, Pamelo	
491514417	R 5009	R 5009 491514417	Jeannot où est le sérieux? / Les Évadés De Ponton La Belle - BIR (Badmos International Records)	1982	Tchicaya, Tchico / Lolita / Orchestre Les Évadés	
491672802	R 4995	R 4995 491672802	Les grands succes des editions samay / Verschiedene Interpreten - Sonafric	1976	Mascott, Samba / Ya Claude / Douley, Clotaire / Victor, Saboukoulou / Aubin, Pie	
491792123	R 5012	R 5012 491792123	Lili / Le Prince Youlou Mabiala - Tchi Tchi	1981	Mabiala, Youlou	
491793863	R 5013	R 5013 491793863	Carte postale / Prince Youlou Mabiala Et Son Orchestre Kamikaze-Loningisa - Voix d´Afrique	1983	Mabiala, Youlou / Kamikaze Loningisa	
491795319	R 5014	R 5014 491795319	Marie Bima (mon avocat a voyagé 2ᵉ épisode) / Youlou Mabiala, Orchestre Kamikaze - Bade Stars Music	1987	Mabiala, Youlou / Kamikaze Loningisa	
492004684	R 5015	R 5015 492004684	Couper soucis / Le Prince Youlou Mabiala et l'Orchestre Kamikaze - Publi-Son	1984	Mabiala, Youlou / Kamikaze Loningisa	
492092648	CD 2502	CD 2502 492092648	La belle epoque / Jeannot Bombenga - Tam-Tam Africa	2005	Bombenga	
49371734X	CD 2522	CD 2522 49371734X	Ignace de Souza / Ignace de Souza - Original Music	1994	de Souza, Ignace	
497802031	R 5224	R 5224 497802031	Missile / Franco et Josky Kiambukuta du T.P.O.K. Jazz - Choc	1983	Josky / Franco <Musiker>	
497802988	R 5225	R 5225 497802988	Chez fabrice à Bruxelles / Franco et le T.P.O.K. Jazz - Edipop Production	1983	Franco <Musiker> / Tout-Puissant OK Jazz	
497804018	R 5226	R 5226 497804018	Alita / Josky Kiambukuta - Edipop Production	1983	Josky / Franco <Musiker> / Tout-Puissant OK Jazz	
497805324	R 5227	R 5227 497805324	Choc choc choc 1983 / Franco et Rochereau - Choc	1983	Franco <Musiker> / Ley, Tabu	
497810697	R 5228	R 5228 497810697	Mwana bitendi / Le Prince Youlou et le T.P.O.K. Jazz - Edipop Production	1981	Mabiala, Youlou / Tout-Puissant OK Jazz	
497997096	R 5230	R 5230 497997096	Vol. 5 / Franco & O.K. Jazz - Disco Stock/Makossa	1982	Franco <Musiker> / Josky / Tout-Puissant OK Jazz	
497997746	R 5231	R 5231 497997746	Volume 6 / Franco & O.K. Jazz - Disco Stock/Makossa	1982	Franco <Musiker> / Tout-Puissant OK Jazz	
49800211X	R 5234	R 5234 49800211X	La reponse de Mario / Le Grand Maitre Franco et son T.P.O.K. Jazz - Choc/Production African Sun Music	1988	Franco <Musiker> / Tout-Puissant OK Jazz	
498013200	R 5235	R 5235 498013200	Cœur artificiel / par le poete Lutumba Simaro - A.S.M.	1988	Simaro <Musiker> / Tout-Puissant OK Jazz	
498014061	R 5236	R 5236 498014061	Live en Hollande / Franco et le T.P.O.K. Jazz - Africa Mama Sango Records	1987	Franco <Musiker> / Tout-Puissant OK Jazz	
498017893	R 5238	R 5238 498017893	Mamie Zou / Ntesa Dalienst et le T.P.O.K. Jazz - A.S.M. Production	1987	Dalienst, Ntesa / Tout-Puissant OK Jazz	
498143813	R 5251	R 5251 498143813	Guitar paradise of East Africa / Verschiedene Interpreten - Earthworks/Virgin Records Ltd.	1990		
498210340	R 5265	R 5265 498210340	Paris / Somo Somo - Sterns Music/Sterns Africa	1986	Se Sengo, Mose / Orchestre Somo Somo	
498228452	R 5269	R 5269 498228452	Ma coco / Pablo Lubadika Porthos - Afro Hit Records Discafrique	1981	Pablo <Musiker>	
498259587	R 5268	R 5268 498259587	Keba ne ya / Marcus Mvouka - Afro Hit Records Discafrique	1982	Mvouka, Marc	
498699633	R 5278	R 5278 498699633	Maloba d'amor / Orchestra Super Mazembe - Discafrique International	1990	Super Mazembe	
498707865	R 5279	R 5279 498707865	Wabe-aba / L'orch Super Mazembe - AIT Records Ltd./Editions Mazambe	1984	Longomba, Lovy / Super Mazembe	
498731693	R 5288	R 5288 498731693	Malako / Samba Mapangala & Orchestre Virunga - Earthworks/Rough Trade	1984	Mapangala, Samba / Samba Mapangala & Orchestre Virunga	
498935833	R 5309	R 5309 498935833	Karubandika / Maquis Original Orchestra - Ahadi Records	1986	Orchestra Maquis Original	
498937046	R 5310	R 5310 498937046	Masua / Orchestre Maquis du Zaire - Editions Omaco/CBS Records (Kenya) Ltd.	1982	Viking, Nguza / Maquis du Zaire	
498938050	R 5311	R 5311 498938050	Malelisa / Orchestre Maquis du Zaire - Editions Omaco/CBS Records (Kenya) Ltd.	1982	Viking, Nguza / Maquis du Zaire	
504963341	R 5419	R 5419 504963341	Guilty! / Zazou Bikaye - Crammed Discs	1988	Zazou, Hector / Bikaye, Bony	
507906640	R 5514	R 5514 507906640	Carlito chante pangala / Carlito - Rythmes et Musique	1985	Carlito	
508987539	R 5577	R 5577 508987539	Bella amicha / Theo-Blaise Kounkou - Disc-Orient	1977	Kounkou, Théo Blaise	
50996656X	CD 2836	CD 2836 50996656X	Zaïre – Ghana 1970 / Zaïko Langa-Langa - RetroAfric	1993	Zaïko Langa Langa	
510046096	CD 2648	CD 2648 510046096	Africa : the music of Africa / Bilenge Musica du Zaire - P & G Media Service	1998	Bilenge Musica du Zaire	
