_exported_at;_system_object_id;objekttitel#de-DE;objekttitel#en-US;ppn;signatur_ama
2025-11-25T10:11:32+01:00;721996;Zai͏̈re - polyphonies Mongo / enregistrements réalisés en République Démocratique du Zai͏̈re par Benoit Quersin;;020812582;R 2386 020812582
2025-11-25T10:11:32+01:00;721997;Pablo, Pablo! / Pablo Lubadika Porthos;;025292234;R 1855 025292234
2025-11-25T10:11:32+01:00;721998;Zai͏̈re: entre les lacs et la forêt : la musique des Nande / enregistrement (1986, 1988) et texte de présentation: Serena Facci, [Verschiedene, teilweise im Booklet genannte Interpret*innen];;035025034;CD 47 035025034
2025-11-25T10:11:32+01:00;721999;1953 - 1954;;049051253;CD 1148 049051253
2025-11-25T10:11:32+01:00;722000;1954 - 1955;;049051326;CD 2262 049051326
2025-11-25T10:11:32+01:00;722001;Toleki bango / Classic Swédé Swédé;;049157175;CD 1655 049157175
2025-11-25T10:11:32+01:00;722002;Sabsylma / Zap Mama. Musiques, textes et arrangements: Marie Daulne ...;;051811057;CD 1079 051811057
2025-11-25T10:11:32+01:00;722003;Nouvelle ecriture / Viva la Musica & Papa Wemba;;071552979;CD 449 071552979
2025-11-25T10:11:32+01:00;722004;Africa worldwide : 35th anniversary album / Tabu Ley Seigneur Rochereau et l'Orchestre Afrisa International;;09343961X;CD 2230 09343961X
2025-11-25T10:11:32+01:00;722005;Bel ami / Papa Noel;;095960392;CD 2247 095960392
2025-11-25T10:11:32+01:00;722006;Lumumba Patrice : les cinquante derniers jours de sa vie / par G. Heinz et H. Donnay;;102227535;Af 7 1071 102227535
2025-11-25T10:11:32+01:00;722007;Ngoma : the early years, 1948 – 1960 / [Diverse Interpret*innen];;109708202;CD 2606 109708202
2025-11-25T10:11:32+01:00;722008;Ngoma : souvenir ya l’indépendance / [Diverse Interpret*innen];;109708237;CD 2605 109708237
2025-11-25T10:11:32+01:00;722009;"Live recording of the Afro European Tour / ""Franco"" Luambo Makiadi & his O.K. Jazz";;121696715;R 1865 121696715
2025-11-25T10:11:32+01:00;722010;The best ambiance / Bibi Dens Tshibayi;;121697770;R 900 121697770
2025-11-25T10:11:32+01:00;722011;Phénomène : la reine Cléopatre / Mbilia Bel;;121698912;R 902 121698912
2025-11-25T10:11:32+01:00;722012;Johnny Bokelo et son Orchestre Conga. Dewayon et Orchestre Cobantou;;121903990;R 2354 121903990
2025-11-25T10:11:32+01:00;722013;/ Orchestre Negro Succes;;121905489;R 315 121905489
2025-11-25T10:11:32+01:00;722014;OK Jazz 1960/62 [Vol. 2] / OK Jazz;;121906280;R 1259 121906280
2025-11-25T10:11:32+01:00;722015;Seigneur Ley on Tour / Tabu Ley et Orchestre Afrisa International;;121910601;R 1860 121910601
2025-11-25T10:11:32+01:00;722016;M'Bombo / Tshala Muana;;121912388;R 2358 121912388
2025-11-25T10:11:32+01:00;722017;Chagrin - Dimone / Defao de Choc Stars;;121927938;R 2365 121927938
2025-11-25T10:11:32+01:00;722018;L'intrepide Bavon Marie-Marie : a titre posthume cet album est dédié à Bavon Marie Marie / Bavon Marie-Marie & l'Orchestre Negro Succes;;121928985;R 1857 121928985
2025-11-25T10:11:32+01:00;722019;Beatrice Adele / Soukous Gang Musika. Monsieur Jaques & Mick Jo Lusala;;12192999X;R 2348 12192999X
2025-11-25T10:11:32+01:00;722020;Gérant / Pepe Kalle;;121930335;R 2215 121930335
2025-11-25T10:11:32+01:00;722021;Toleki bango (miles ahead) / Classic Swédé Swédé;;121930505;R 2363 121930505
2025-11-25T10:11:32+01:00;722022;Flash 7 / Miriam Makeba, Rochereau, Kallé, Jean Bokelo ...;;121930564;R 2355 121930564
2025-11-25T10:11:32+01:00;722023;Mokili ya Nzambe / Docteur Nico et son orchestre;;121946231;R 2224 121946231
2025-11-25T10:11:32+01:00;722024;Toute l'Afrique danse / avec le Docteur Nico et son Orchestre African Fiesta;;121946371;R 913 121946371
2025-11-25T10:11:32+01:00;722025;Vol. 1;;121946584;R 2229 121946584
2025-11-25T10:11:32+01:00;722026;Souvenir de l'African Jazz / Le Grand Kallé. African Jazz;;121946819;R 1856 121946819
2025-11-25T10:11:32+01:00;722027;Le phénomène / Lucide-Galant;;122024680;R 2350 122024680
2025-11-25T10:11:32+01:00;722028;L'évenement! Rochereau et Franco à Paris / Tabu Ley Rocheraeu et Franco Luambo Makiadi;;122024850;R 2046 122024850
2025-11-25T10:11:32+01:00;722029;Désolé!!! / Mbilia Bel;;122024982;R 2038 122024982
2025-11-25T10:11:32+01:00;722030;Beyanga / Mbilia Bel;;122025067;R 2039 122025067
2025-11-25T10:11:32+01:00;722031;Boya ye / Mbilia Bel;;122025164;R 903 122025164
2025-11-25T10:11:32+01:00;722032;Keyna et Cadence Mudanda / Mbilia Bel et Tabu Ley;;122025237;R 2041 122025237
2025-11-25T10:11:32+01:00;722033;Afro International / Jolie Detta;;122025350;R 2043 122025350
2025-11-25T10:11:32+01:00;722034;Afrisa L'International / Tabu Ley & l'Orchestre Afrisa;;122025571;R 2047 122025571
2025-11-25T10:11:32+01:00;722035;Pitié / Tabu Ley & l'Orchestre Afrisa;;122025873;R 2048 122025873
2025-11-25T10:11:32+01:00;722036;Sarah / Seigneur Tabu Ley avec l'Orchestre Afrisa International;;122025903;R 2049 122025903
2025-11-25T10:11:32+01:00;722037;Dr. Nico et les Redoutables aux USA / Dr. Nico & Les Redoutables;;122026195;R 2051 122026195
2025-11-25T10:11:32+01:00;722038;Massengo malingi yo / Trio Madjesi et Orchestre Sosoliso (avec la participation d'Air Zaire);;122026543;R 2035 122026543
2025-11-25T10:11:32+01:00;722039;"Le Seigneur Rochereau dans la musique congolaise de variétés / Tabu Ley Rochereau & L'Orchestre African Fiesta National ""Le Peuple""";;122026632;R 2050 122026632
2025-11-25T10:11:32+01:00;722040;Gigant-Afrique : the bombe atomique of Zairean music / Pépé Kallé;;122026683;R 2052 122026683
2025-11-25T10:11:32+01:00;722041;L'argent ne fait pas le bonheur / Pépé Kallé;;122050762;R 2217 122050762
2025-11-25T10:11:32+01:00;722042;Gaia / Ray Lema;;122050983;R 2194 122050983
2025-11-25T10:11:32+01:00;722043;OK Jazz 1960/62 [Vol.1] / OK Jazz;;122063317;R 1862 122063317
2025-11-25T10:11:32+01:00;722044;Moto Akokufa / Faya Tess - La Sirène d'eau douce;;122063813;R 2037 122063813
2025-11-25T10:11:32+01:00;722045;N'Gothias N'Gothias / Afi La Princesse;;122064283;R 1858 122064283
2025-11-25T10:11:32+01:00;722046;Je suis faché / Abeti;;122065603;R 1240 122065603
2025-11-25T10:11:32+01:00;722047;Bibile / Abeti;;122308166;R 046 122308166
2025-11-25T10:11:32+01:00;722048;Les Mayeno a gogo / L'orchestre T.P.O.K Jazz (Héritage de Franco) avec le Commandant Josky Kiambukuta;;122335422;R 2351 122335422
2025-11-25T10:11:32+01:00;722049;Télégramme / Trio Madjesi d'Afrique;;122337255;R 2036 122337255
2025-11-25T10:11:32+01:00;722050;Franco et l'Orchestre O.K. Jazz;;122337859;R 2195 122337859
2025-11-25T10:11:32+01:00;722051;Docteur Nico & L'Orchestre African Fiesta Sukisa / Docteur Nico & L'Orchestre African Fiesta Sukisa;;122338170;R 050 122338170
2025-11-25T10:11:32+01:00;722052;Le Congo danse / Orchestre OK Jazz ...;;12233941X;R 2346 12233941X
2025-11-25T10:11:32+01:00;722053;Afrique de l'Ouest / Docteur Nico. Orchestre African Fiesta Sukisa;;122339673;R 2225 122339673
2025-11-25T10:11:32+01:00;722054;L'Afrique Danse / [div. Interpreten];;122339762;R 447 122339762
2025-11-25T10:11:32+01:00;722055;S.O.S. Passe Partout / Lubumbashi Stars;;122339878;R 2359 122339878
2025-11-25T10:11:32+01:00;722056;African Jazz / Orch. African Jazz;;122339975;R 2360 122339975
2025-11-25T10:11:32+01:00;722057;Orchestre OK Jazz, Conga Succès ...;;122340043;R 2349 122340043
2025-11-25T10:11:32+01:00;722058;Aladji / Sam Mangwana;;122363213;R 2361 122363213
2025-11-25T10:11:32+01:00;722059;Fatimata - Capita Général / Sam Mangwana;;122363442;R 2366 122363442
2025-11-25T10:11:32+01:00;722060;Volume 2 / Kalle & L'African Team;;122847334;R 2213 122847334
2025-11-25T10:11:32+01:00;722061;Bridge over the Congo / O.K. Jazz, Orchestre Bantous, Orchestre Cercul;;122847520;R 2332 122847520
2025-11-25T10:11:32+01:00;722062;/ Orchestre Conga Succes;;122847903;R 314 122847903
2025-11-25T10:11:32+01:00;722063;Dernière Mémoire / Docteur Nico & Empompo Deyesse;;122848012;R 2228 122848012
2025-11-25T10:11:32+01:00;722064;Tyka 'ngai / Pablo Lubadika;;122848160;R 2357 122848160
2025-11-25T10:11:32+01:00;722065;C'est comme ça la vie / Seigneur Rochereau Tabu Ley et le consortium Musical: AFRISA International;;122848284;R 781 122848284
2025-11-25T10:11:32+01:00;722066;Attention na Sida : le Grand Maître Franco interpelle la société / Franco;;122848365;R 319 122848365
2025-11-25T10:11:32+01:00;722067;Succès d'hier / Rochereau et l'orch. African Fiesta ...;;122848497;R 049 122848497
2025-11-25T10:11:32+01:00;722068;Eternel Docteur Nico [2] / Docteur Nico et l'Orchestre African Fiesta;;122848608;R 300 122848608
2025-11-25T10:11:32+01:00;722069;Femme d'autrui / Seigneur Ley Rochereau avec l'orchestre l'Afrisa International;;122848691;R 2234 122848691
2025-11-25T10:11:32+01:00;722070;Choc à distance / Loketo, le no. 1 du Soukouss;;122849132;R 405 122849132
2025-11-25T10:11:32+01:00;722071;Ominga / Mbilia Bel et Abby Surya;;122850807;R 2042 122850807
2025-11-25T10:11:32+01:00;722072;;;122851323;R 295 122851323
2025-11-25T10:11:32+01:00;722073;Le Seigneur Rochereau á l'Olympia / Seigneur Rochereau;;122851404;R 458 122851404
2025-11-25T10:11:32+01:00;722074;Ave Maria Limbisa / Les Bantous de la Capitale Bakolo M'boka;;122851536;R 2338 122851536
2025-11-25T10:11:32+01:00;722075;Ki-Makango mpe libala / Le Seigneur Rochereau et l'African Fiesta National Le Peuple;;122851560;R 2233 122851560
2025-11-25T10:11:32+01:00;722076;"Dernières Nouveautés / Tabu Ley ""Rochereau"" et l'Orchestre Afrisa International";;122851617;R 2232 122851617
2025-11-25T10:11:32+01:00;722077;Éditions populaires / Franco et l'Orchestre TP OK Jazz;;122851633;R 2198 122851633
2025-11-25T10:11:32+01:00;722078;Volume 3 / Kalle & L'African Team;;122851749;R 2212 122851749
2025-11-25T10:11:32+01:00;722079;Cherche une maison à louer pour moi chéri / Le Grand maitre Franco - Nana - Baniel et le T.P. O.K. Jazz;;122887468;R 410 122887468
2025-11-25T10:11:32+01:00;722080;"Live chez ""Un-Deux-Trois"" à Kinshasa / Orchestre T.P. O.K. Jazz";;122887573;R 2372 122887573
2025-11-25T10:11:32+01:00;722081;Franco et l'O.K. Jazz / Franco et l'Orchestre O.K. Jazz;;122887638;R 309 122887638
2025-11-25T10:11:32+01:00;722082;Belle époque, Vol. 1 / Seigneur Rochereau Tabu Ley & L'African Fiesta;;122887867;R 293 122887867
2025-11-25T10:11:32+01:00;722083;Volume 2 / Seigneur Rochereau Tabu Ley & L'African Fiesta;;122887905;R 294 122887905
2025-11-25T10:11:32+01:00;722084;Vol. 4 / Seigneur Rochereau et l'African Fiesta National;;122888014;R 075 122888014
2025-11-25T10:11:32+01:00;722085;"Le Seigneur Rochereau et l'Orchestre African Fiesta National ""Le Peuple"" / Rochereau et l'Orchestre African Fiesta";;122888251;R 051 122888251
2025-11-25T10:11:32+01:00;722086;"African Fiesta / Depuissant ; Dechaud ; Rochereau ; Mujos ; Izeidi. African Fiesta";;12288857X;R 296 12288857X
2025-11-25T10:11:32+01:00;722087;African Fiesta / African Fiesta. Rochereau ...;;122888731;R 939 122888731
2025-11-25T10:11:32+01:00;722088;OK Jazz : vol. 4 / Orch. O.K. Jazz;;122888995;R 316 122888995
2025-11-25T10:11:32+01:00;722089;Cé Chàlè Carnaval - Tiembe Rai͏̈d Pa Moli : remix / Pepe-Kalle;;12288924X;R 2216 12288924X
2025-11-25T10:11:32+01:00;722090;N'kolo m'boka : Jamais sans nous / Zai͏̈ko Langa Langa;;12289104X;R 1800 12289104X
2025-11-25T10:11:32+01:00;722091;Éditions populaires, 10e anniversaire : 1965 - 1975 / Luambo Makiadi & Orchestre OK Jazz;;122891201;R 1846 122891201
2025-11-25T10:11:32+01:00;722092;OK Jazz : vol. 3 / Orch. O.K. Jazz;;122891406;R 1845 122891406
2025-11-25T10:11:32+01:00;722093;La voix des ancêtres / Princess Mansia M'Bila;;12289152X;R 1844 12289152X
2025-11-25T10:11:32+01:00;722094;Attaquent Anjela / Le Grand Maitre Franco - Pepe Ndombe et le T.P.O.K. Jazz;;122891597;R 2196 122891597
2025-11-25T10:11:32+01:00;722095;"The Missa Luba / Les Troubadours du Roi Baudouin ; arranged and conducted by Pére Guido Haazen, O.F.M.";;122891724;R 2339 122891724
2025-11-25T10:11:32+01:00;722115;"Missa Luba : a mass sung in pure congolese style, and native songs of the congo / sung by Les Troubadours du Roi Baudouin ; directed by Père Guido Haazen";;122891783;R 2340 122891783
2025-11-25T10:11:32+01:00;722116;Abeti (en colère) / Abeti;;122892151;R 415 122892151
2025-11-25T10:11:32+01:00;722117;Hommage au Grand Kallé, Vol. 1 : un pionnier de la chanson africaine / Joseph Kabassélé et L'African Jazz;;122892275;R 297 122892275
2025-11-25T10:11:32+01:00;722118;Hommage au Grand Kallé, Vol. 2 : un pionnier de la chanson africaine / Joseph Kabassélé et L'African Jazz;;122892305;R 298 122892305
2025-11-25T10:11:32+01:00;722119;Gauche/droite=débordement / Le Grand Kalle, Don Gonzalo, Manu Dibango et l'African Team;;122892356;R 2211 122892356
2025-11-25T10:11:32+01:00;722120;Babeti soukous / Tabu Ley Seigneur Rochereau and Afrisa International Orchestra;;122892402;R 2235 122892402
2025-11-25T10:11:32+01:00;722121;Soum-Djoum / Seigneur Tabu Ley Rochereau et Afrisa de l'an 2000 [Orch. Afrisa International];;122985192;R 444 122985192
2025-11-25T10:11:32+01:00;722122;Ebouroumounkoue / Beyou Ciel par le Seigneur Ley et l'Orchestre Afrisa International;;122985303;R 445 122985303
2025-11-25T10:11:32+01:00;722123;Nsele paradis ya Congo / L'incomparable Gérard Kazembe et son Orchestre Jambo-Jambo;;122985435;R 2371 122985435
2025-11-25T10:11:32+01:00;722124;Franco et l'O.K. Jazz à Paris / Franco. Orchestre O.K. Jazz;;122985583;R 2197 122985583
2025-11-25T10:11:32+01:00;722125;Vol.1 / Kalle et L'Ensemble African Team de Paris ...;;122985745;R 047 122985745
2025-11-25T10:11:32+01:00;722126;Vol. 2 / Orchestre African Fiesta ...;;122985982;R 048 122985982
2025-11-25T10:11:32+01:00;722127;African Party / Franco & l'Orchestre T.P. O.K. Jazz;;122986105;R 1867 122986105
2025-11-25T10:11:32+01:00;722128;Les merveilles du passé / Orchestre African Fiesta;;122986415;R 1868 122986415
2025-11-25T10:11:32+01:00;722129;Congo? Bolingo! / [div. Interpreten];;122986512;R 1870 122986512
2025-11-25T10:11:32+01:00;722130;Grand succès de l'orchestre OK Jazz / Orchestre OK Jazz;;122986636;R 1869 122986636
2025-11-25T10:11:32+01:00;722131;Casamance / Kibwe;;123133033;R 2033 123133033
2025-11-25T10:11:32+01:00;722132;The sound of Kinshasa : guitar classics from Zaire / Compiled & produced by John Storm Roberts. [Diverse Interpreten];;123483085;R 2193 123483085
2025-11-25T10:11:32+01:00;722133;Guitar songs from Tansania, Zambia & Zaire / Producer: John Storm Roberts;;123483700;R 2192 123483700
2025-11-25T10:11:32+01:00;722134;Le bucheron / Franklin Boukaka. Arr. et dir. orchestre Manu Dibango;;124193323;R 989 124193323
2025-11-25T10:11:32+01:00;722135;Holiday in Afrika / [div. Interpreten];;124393756;R 1848 124393756
2025-11-25T10:11:32+01:00;722136;Virunga volcano / Samba Mapangala & Orchestre Virunga;;124630332;R 2063 124630332
2025-11-25T10:11:32+01:00;722137;20th Anniversary : 1956-1976 special edition / Baba Gaston & Orchestre Baba National;;124652131;R 2077 124652131
2025-11-25T10:11:32+01:00;722138;Mikombo wa Kaleo : Misambu ne Nsumwinu ya bena Kasai / Sangalayi;;124676952;TK 1915 124676952
2025-11-25T10:11:32+01:00;722139;Aleisia / Katele & Super Mazembe;;124751733;RS 54 124751733
2025-11-25T10:11:32+01:00;722140;South View / Super Mazembe;;124751903;RS 309 124751903
2025-11-25T10:11:32+01:00;722141;Naleli libota / Katele & Super Mazembe;;124752012;RS 53 124752012
2025-11-25T10:11:32+01:00;722142;Mwana Mazembe / Katele & Super Mazembe;;124752160;RS 48 124752160
2025-11-25T10:11:32+01:00;722143;Sala Keba / Bukalos & Super Mazembe;;124752225;RS 49 124752225
2025-11-25T10:11:32+01:00;722144;Nanga / Lovy & l' orchestre Super Mazembe;;124752268;RS 51 124752268
2025-11-25T10:11:32+01:00;722145;Na bimaka / Katele & Super Mazembe;;124752381;RS 50 124752381
2025-11-25T10:11:32+01:00;722146;Atia-Jo / Super Mazembe;;124752489;RS 52 124752489
2025-11-25T10:11:32+01:00;722147;Samba / Super Mazembe;;124752594;RS 316 124752594
2025-11-25T10:11:32+01:00;722148;Mokano / L'orch. Super Mazembe;;124752675;RS 315 124752675
2025-11-25T10:11:32+01:00;722149;Ilena Part / Super Mazembe;;124752705;RS 313 124752705
2025-11-25T10:11:32+01:00;722150;Shida / Super Mazembe;;124752756;RS 312 124752756
2025-11-25T10:11:32+01:00;722151;Izabella / Super Mazembe;;124752802;RS 311 124752802
2025-11-25T10:11:32+01:00;722152;Okova / Super Mazembe;;12475287X;RS 310 12475287X
2025-11-25T10:11:32+01:00;722153;Elee / Lovy. L'orch. Super Lovy;;12476424X;RS 352 12476424X
2025-11-25T10:11:32+01:00;722154;Mokili / Lovy. L'orch. Super Lovy;;124764290;RS 353 124764290
2025-11-25T10:11:32+01:00;722155;Ye-Ye-Ye / Lovy. L'orch. Super Lovy;;12476441X;RS 355 12476441X
2025-11-25T10:11:32+01:00;722156;Eli / Lovy. L'orch. Super Lovy;;124764487;RS 356 124764487
2025-11-25T10:11:32+01:00;722157;Biatondi kasanda / Nico & l'Orchestre African Fiesta;;124764622;RS 259 124764622
2025-11-25T10:11:32+01:00;722158;Saisie en douane 20 ans deja / Zaiko Nkolo-Mboka & Baroza;;124778151;TK 112 124778151
2025-11-25T10:11:32+01:00;722159;Nazonga mboka - 1 / Orchestre Zeke Monano. Yefu;;124781721;RS 280 124781721
2025-11-25T10:11:32+01:00;722160;Jetty / Les Mushamba Number One de Brazzaville. Mbouma Joe-Lebb;;12562817X;RS 274 12562817X
2025-11-25T10:11:32+01:00;722161;Eh Baninga Boyoka nanu po / Chem-Chem Yetu - petits chanteurs-dancers du carrefour des jeunes, Kinshasa Zaire;;12562820X;RS 150 12562820X
2025-11-25T10:11:32+01:00;722162;Zaire (chants révolutionnaires) / Chem-Chem Yetu - petits chanteurs-danceurs de Kinshasa (Zaire);;125628285;RS 151 125628285
2025-11-25T10:11:32+01:00;722163;Bakokabolakate / L'Orchestre Makassy. Mose Fan Fan;;125628714;RS 282 125628714
2025-11-25T10:11:32+01:00;722164;Tu m'as decu chouchou / Orchestre African Fiesta;;125628935;RS 146  125628935
2025-11-25T10:11:32+01:00;722165;Discipline na K.D.L. / Kallé & l'African Team de Paris;;125628978;RS 147 125628978
2025-11-25T10:11:32+01:00;722166;Nyako-Konya / Badibanga wa Tshilumba, Orchestre Les Mangelepa;;125629184;RS 03  125629184
2025-11-25T10:11:32+01:00;722167;Double Double / Nyboma;;125629249;RS 343 125629249
2025-11-25T10:11:32+01:00;722168;Mbelengo 1er / Orch[estre] Zaiko Langa-Langa;;125633688;RS 157 125633688
2025-11-25T10:11:32+01:00;722169;Zibola 20e siècle / Orch. Makina Loka;;12563370X;RS 156  12563370X
2025-11-25T10:11:32+01:00;722170;"Masumu / Sammy Massamba. Dikalo ; Safari Ambiance";;125656823;RS 275 125656823
2025-11-25T10:11:32+01:00;722171;Matoba / Orchestre Lipua-Lipua. Mbubi Malanda;;125666500;RS 250 125666500
2025-11-25T10:11:32+01:00;722172;Abisina / Orchestre Les Kamalé. Nyboma Mwan'dido;;125666926;RS 251 125666926
2025-11-25T10:11:32+01:00;722173;Botuna bankolo mboka / Orchestre OK Jazz;;125667132;RS 433 125667132
2025-11-25T10:11:32+01:00;722174;Yenga / Africanova Anthony. Orchestre Super Jambo;;125667272;RS 218 125667272
2025-11-25T10:11:32+01:00;722175;Etat de santé / Orchestre Kili-Kili. L.M. Kiland;;125667337;RS 221 125667337
2025-11-25T10:11:32+01:00;722176;Christmas / Orchestre Mbuta-Mbuta;;125667388;RS 227 125667388
2025-11-25T10:11:32+01:00;722177;Bo Moto Manytsho : Nsilu Baba Nsilu / Orchestre Bana Ngenge;;125667477;RS 220 125667477
2025-11-25T10:11:32+01:00;722178;Pesa toli / Lawi Somana Orchestre. Lawi Som;;125667574;RS 232 125667574
2025-11-25T10:11:32+01:00;722179;Nzela ya Mombasa wekuze / Orchestre Bana Ngenge;;125667647;RS 228 125667647
2025-11-25T10:11:32+01:00;722180;"Lisano / Diabanza ; Johnny Ko. Les Kinois Band";;125667795;RS 217 125667795
2025-11-25T10:11:32+01:00;722181;East Africa / Pele Ondindia. Les Kinois Band;;125667892;RS 216 125667892
2025-11-25T10:11:32+01:00;722182;Marte / Bibi Kaba Kaba. Les Kinois Band;;125668147;RS 214 125668147
2025-11-25T10:11:32+01:00;722183;Lavie / Bosenza. Les Kinois Band;;12566818X;RS 213 12566818X
2025-11-25T10:11:32+01:00;722184;Sola / Maquis du Zaire. M.M. Adios;;125668295;RS 231 125668295
2025-11-25T10:11:32+01:00;722185;Bolingo / Mukala wa Mulumba. Orchestre Mbuta-Mbuta;;12566835X;RS 230 12566835X
2025-11-25T10:11:32+01:00;722186;Ewawa na Mapendo / Mukala wa Mulumba. Orchestre Mbuta Mbuta;;125668422;RS 229 125668422
2025-11-25T10:11:32+01:00;722187;Nalembi yo te / Orchestre Mabatalai;;125668503;RS 225 125668503
2025-11-25T10:11:32+01:00;722188;Matadi sacré / Orchestre Iko-Iko;;125668597;RS 224 125668597
2025-11-25T10:11:32+01:00;722189;Wapi emancipation / Orchestre Momeko;;125668686;RS 223 125668686
2025-11-25T10:11:32+01:00;722190;Mayimona Gentil / Orchestre Momeko;;125668724;RS 222 125668724
2025-11-25T10:11:32+01:00;722191;Tokilingana / Orchestre Kiamono;;125668767;RS 226 125668767
2025-11-25T10:11:32+01:00;722192;Edith / Africanova Anthony. Orchestre Super Jambo;;125668821;RS 219 125668821
2025-11-25T10:11:32+01:00;722193;Pola / Bibi Kaba Kaba. Les Kinois Band;;125668872;RS 215 125668872
2025-11-25T10:11:32+01:00;722194;Santa Viviana / Orchestre Negro-Band (A tout casser);;125670052;RS 371 125670052
2025-11-25T10:11:32+01:00;722195;Songi songi ezalimabe / K.P. Flammy ... et l'Orchestre Jazz Beguen;;125670206;RS 238 125670206
2025-11-25T10:11:32+01:00;722196;"Yele bizekele / Fely ; Chopin et l'Orchestre Negrita Jazz";;125670648;RS 236 125670648
2025-11-25T10:11:32+01:00;722197;"A la Confiance / Roger Salmon ; Khim Valentino et l'Orchestre Dynamic Jazz";;125671393;RS 237 125671393
2025-11-25T10:11:32+01:00;722198;"Tobongisa libala / Canadien ; Desholey. L'Orchestre Dynamic Jazz";;125671474;RS 233 125671474
2025-11-25T10:11:32+01:00;722199;"Yo keba na ngai / Depiano et l'Orchestre ""La Palma""";;125671636;RS 235 125671636
2025-11-25T10:11:32+01:00;722200;Change ekeseni / Kwamy et son Ensemble;;12567175X;RS 239 12567175X
2025-11-25T10:11:32+01:00;722201;Mbuto 1er / Orchestre Bella-Bella. Dynamite Verckys;;125802226;RS 254 125802226
2025-11-25T10:11:32+01:00;722202;Kanu / Orchestre Empire des Bakuba;;125802544;RS 144 125802544
2025-11-25T10:11:32+01:00;722203;Amba na boyi bombanda / Orchestre Conga. Mateso Mamposi. Malonga;;125803826;RS 253 125803826
2025-11-25T10:11:32+01:00;722204;Sola 1er / Orchestre Bella-Bella;;125804628;RS 148 125804628
2025-11-25T10:11:32+01:00;722205;Konda / Orchestre Mandalala;;125806353;RS 06 125806353
2025-11-25T10:11:32+01:00;722206;Toboya soni / Djemba Etuwe, Orchestre Lokole;;125806426;RS 05 125806426
2025-11-25T10:11:32+01:00;722207;Odia / Djemba Etuwe, Orchestre Lokole;;125806485;RS 04 125806485
2025-11-25T10:11:32+01:00;722208;Chants et Danses Pygmees : Documents sonores enregistrés par C. Huchin et L. Demesse chez les pygmées Babinga au nord du Moyen-Congo;;12580668X;RS 392 12580668X
2025-11-25T10:11:32+01:00;722209;Vicky / Monimanbo. Special Liwanza Band;;125822138;RS 271 125822138
2025-11-25T10:11:32+01:00;722210;Kamikaze / Orchestre Isso Babeti. Mabusele;;125822340;RS 268 125822340
2025-11-25T10:11:32+01:00;722211;Towumelite / Special Liwanza Band. Tule Wa Lupini;;125829116;RS 267 125829116
2025-11-25T10:11:32+01:00;722212;Union fait la force / Orchestre Isifi. Vadia Mambenga;;125829183;RS 270 125829183
2025-11-25T10:11:32+01:00;722213;Mokili / Orchestre Isso Babeti. Mabusele;;125829264;RS 269 125829264
2025-11-25T10:11:32+01:00;722214;Mapalakale / Orchestre Afro Zaire. Dackin Dackino;;125829353;RS 264 125829353
2025-11-25T10:11:32+01:00;722236;Maboko Makasi / Orchestre Afro Zaire. Medico Bwala;;125829396;RS 261 125829396
2025-11-25T10:11:32+01:00;722237;Kanai / Special Liwanza Band. Tshimba Monimambo;;125829469;RS 265 125829469
2025-11-25T10:11:32+01:00;722238;Ayoma / Special Liwanza Band. Lifenya Lifulenge;;125829590;RS 266 125829590
2025-11-25T10:11:32+01:00;722239;Maria Chantale / Tshimba Monimambo. Special Liwanza Band;;125829663;RS 272 125829663
2025-11-25T10:11:32+01:00;722240;Aori / Mukala Coco. Mange-Ngenge Orchestra;;125829779;RS 263 125829779
2025-11-25T10:11:32+01:00;722241;Sugar Mami / Mukala Coco. Mange-Ngenge Orchestre;;125829809;RS 262 125829809
2025-11-25T10:11:32+01:00;722242;"Mombila / Par Makanga Ulima; Abeli Pene Wangi. Or[chestre] Lok Lok Lokoko.";;125837313;RS 134 125837313
2025-11-25T10:11:32+01:00;722243;Kimasi / Kintueni Sukisa;;125837615;RS 132 125837615
2025-11-25T10:11:32+01:00;722244;Macro / Orch[estre] Kintueni Sukisa;;125837712;RS 161 125837712
2025-11-25T10:11:32+01:00;722245;Zongisa Bolingo (1) / Orchestre Makinalo-Ka;;125837844;RS 162 125837844
2025-11-25T10:11:32+01:00;722246;Amazone (1) / Orchestre Isifi;;125837941;RS 160 125837941
2025-11-25T10:11:32+01:00;722247;Soyotina / Orchestre Isifi;;125837992;RS 130 125837992
2025-11-25T10:11:32+01:00;722248;"Belobi / Orchestre Lokole ""Isifi""";;125838107;RS 133 125838107
2025-11-25T10:11:32+01:00;722249;Animez - 1 / Par Makanga Ulima [et] or[chestre] Lokoko;;125838212;RS 129 125838212
2025-11-25T10:11:32+01:00;722250;Ainsi va la vie Makalolo / Orchestre Isifi;;12583828X;RS 135 12583828X
2025-11-25T10:11:32+01:00;722251;2x2x2 / Isifi;;125838379;RS 159 125838379
2025-11-25T10:11:32+01:00;722252;Kania / Orchestre Isifi;;125838484;RS 131 125838484
2025-11-25T10:11:32+01:00;722253;Malisi 1ère / Orchestre Tabou-National;;125838662;RS 155 125838662
2025-11-25T10:11:32+01:00;722254;Mambuene 1re / Madilu. Or[chestre] Bakuba Mayopi;;125838867;RS 154 125838867
2025-11-25T10:11:32+01:00;722255;Mwana Wabi / Bimi Ombale. Orch. Zaiko Langa Langa;;125838972;RS 153 125838972
