PPN	GND-ID	GND-Name	GND-JSON	Kategorie	Rolle	Name	Bemerkung	
491161034	3041004-6	Viva la Musica	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3041004-6 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Frankreich Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. Viva la Musica Orchestre Viva la Musica "},"conceptURI":"https://d-nb.info/3041004-6","_standard":{"text":"Viva la Musica"},"conceptName":"Viva la Musica"}	029F	$4:prf	Viva la Musica		
491161603	1034185659	Evoloko Jocker	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Evoloko Atshuamo, Antoine Evoloko N'Kumu Evoloko, Jocker Jocker, Evoloko Joker, Evoloko Kinshasa Komponist Kongo (Republik) Lay Lay, Evoloko Lay-Lay, Evoloko Musiker Religion Unbekannt "},"conceptURI":"https://d-nb.info/1034185659","_standard":{"text":"Evoloko Jocker"},"conceptName":"Evoloko Jocker"}	028C	$4:prf	Evoloko Jocker	1954-	
491317492	1022331574	Les Bantous de la Capitale	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Bantous Bantous Jazz Essous, Jean Serge Kongo (Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orchestre Bantou (Musikgruppe) Orchestre Bantous Republik Kongo "},"conceptURI":"https://d-nb.info/1022331574","_standard":{"text":"Les Bantous de la Capitale"},"conceptName":"Les Bantous de la Capitale"}	029F	$4:prf	Les @Bantous de la Capitale		
491321325	1252753667	Bukasa, Léon	{"frontendLanguage":"de","_fulltext":{"text":"Bukasa Bukasa Langombe Bukasa, L. Demokratische Republik Kongo Kongo (Demokratische Republik) Likasi Léon Bukasa Léon, Bukasa Tsonza Musiker Männlich Religion Singstimme Songwriter "},"conceptURI":"https://d-nb.info/1252753667","_standard":{"text":"Bukasa, Léon"},"conceptName":"Bukasa, Léon"}	028A	$4:cmp	Bukasa, Léon	1925-1974	
491321325	1251278108	Bavouéza Guinot, Marcel	{"frontendLanguage":"de","_fulltext":{"text":"Bavouéza-Guinot Demokratische Republik Kongo Kongo (Demokratische Republik) Musiker Männlich Produzent Religion Songwriter "},"conceptURI":"https://d-nb.info/1251278108","_standard":{"text":"Bavouéza Guinot, Marcel"},"conceptName":"Bavouéza Guinot, Marcel"}	028C	$4:arr	Bavouéza Guinot, Marcel		
491321325	1251278450	Kongo Retro Band	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Kongo (Demokratische Republik) Kongo Retro Band 83 Le Kongo Retro Band Musikgruppe Religion "},"conceptURI":"https://d-nb.info/1251278450","_standard":{"text":"Kongo Retro Band"},"conceptName":"Kongo Retro Band"}	029F	$4:prf	Kongo Retro Band		
491333900	1022331574	Les Bantous de la Capitale	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Bantous Bantous Jazz Essous, Jean Serge Kongo (Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orchestre Bantou (Musikgruppe) Orchestre Bantous Republik Kongo "},"conceptURI":"https://d-nb.info/1022331574","_standard":{"text":"Les Bantous de la Capitale"},"conceptName":"Les Bantous de la Capitale"}	029F	$4:prf	Les @Bantous de la Capitale		
491335024	1022331574	Les Bantous de la Capitale	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Bantous Bantous Jazz Essous, Jean Serge Kongo (Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orchestre Bantou (Musikgruppe) Orchestre Bantous Republik Kongo "},"conceptURI":"https://d-nb.info/1022331574","_standard":{"text":"Les Bantous de la Capitale"},"conceptName":"Les Bantous de la Capitale"}	029F	$4:prf	Les @Bantous de la Capitale		
491342950	3073016-8	Orchestre Super-Boboto (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3073016-8 Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Linaud, Ange Musik (Allgemeines), Musikgeschichte Musikgruppe Republik Kongo S.B.B. Super Boboto Super Boboto de Brazzaville Supers Boboto du Congo "},"conceptURI":"https://d-nb.info/3073016-8","_standard":{"text":"Orchestre Super-Boboto (Musikgruppe)"},"conceptName":"Orchestre Super-Boboto (Musikgruppe)"}	029F	$4:prf	Orchestre Super-Boboto		
491345186	1022227009	Mabiala, Youlou	{"frontendLanguage":"de","_fulltext":{"text":"Brazzaville Kongo (Republik) Mabiala, Gilbert Youlou Mabiala, Youlou, Prince Musiker Männlich Prince Y-M Prince Youlou Religion Republik Kongo Songwriter Youlou "},"conceptURI":"https://d-nb.info/1022227009","_standard":{"text":"Mabiala, Youlou"},"conceptName":"Mabiala, Youlou"}	028A	$4:cmp	Mabiala, Youlou	1947-	
491345186	1022227483	Kamikaze Loningisa	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musikgruppe Orchestre Kamikaze Orchestre Kamikaze Loningisa Orchestre Loningisa Republik Kongo "},"conceptURI":"https://d-nb.info/1022227483","_standard":{"text":"Kamikaze Loningisa"},"conceptName":"Kamikaze Loningisa"}	029F	$4:prf	Kamikaze Loningisa		
491345895	1078642346	Master Mwana Congo	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Kongo (Demokratische Republik) Kounkou-Master Master Muana Congo Musiker Männlich Nkounkou, Ignace Religion "},"conceptURI":"https://d-nb.info/1078642346","_standard":{"text":"Master Mwana Congo"},"conceptName":"Master Mwana Congo"}	028C	$4:prf	Master Mwana Congo		
49134791X	1034731157	Mounk'a, Pamelo	{"frontendLanguage":"de","_fulltext":{"text":"Brazzaville Komponist Kongo (Republik) M'Bemba-Bingui, Yves André Mounka, Pamelo Männlich Pablito Religion Sänger "},"conceptURI":"https://d-nb.info/1034731157","_standard":{"text":"Mounk'a, Pamelo"},"conceptName":"Mounk'a, Pamelo"}	028A	$4:cmp	Mounk'a, Pamelo	1945-1996	
491511493	1034731157	Mounk'a, Pamelo	{"frontendLanguage":"de","_fulltext":{"text":"Brazzaville Komponist Kongo (Republik) M'Bemba-Bingui, Yves André Mounka, Pamelo Männlich Pablito Religion Sänger "},"conceptURI":"https://d-nb.info/1034731157","_standard":{"text":"Mounk'a, Pamelo"},"conceptName":"Mounk'a, Pamelo"}	028A	$4:cmp	Mounk'a, Pamelo	1945-1996	
491512309	1034731157	Mounk'a, Pamelo	{"frontendLanguage":"de","_fulltext":{"text":"Brazzaville Komponist Kongo (Republik) M'Bemba-Bingui, Yves André Mounka, Pamelo Männlich Pablito Religion Sänger "},"conceptURI":"https://d-nb.info/1034731157","_standard":{"text":"Mounk'a, Pamelo"},"conceptName":"Mounk'a, Pamelo"}	028A	$4:cmp	Mounk'a, Pamelo	1945-1996	
491514417	105436592X	Tchicaya, Tchico	{"frontendLanguage":"de","_fulltext":{"text":"Fantastic Tchico Golden Voice Kongo (Republik) La Voix d'Or Musiker Männlich Pambou Tchicaya, Denis Pambou Tchicaya, Tchico Religion Republik Kongo Tchico Tchico, P.T. Tchico, Tchicaya "},"conceptURI":"https://d-nb.info/105436592X","_standard":{"text":"Tchicaya, Tchico"},"conceptName":"Tchicaya, Tchico"}	028A	$4:cmp	Tchicaya, Tchico		
491514417	1054366616	Lolita	{"frontendLanguage":"de","_fulltext":{"text":"A.B. Lolita Babindamana, André Kongo (Republik) Le Grand Lolo-Lolitta Lolita, A.B. Lolitta, Lolo Lolo-Lolitta Musiker Männlich Religion Republik Kongo "},"conceptURI":"https://d-nb.info/1054366616","_standard":{"text":"Lolita"},"conceptName":"Lolita"}	028C	$4:cmp	Lolita		
491514417	1054619751	Orchestre Les Évadés	{"frontendLanguage":"de","_fulltext":{"text":"Afro Festival Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Les Officiers of African Music Les Évadés de Ponton la Belle Musikgruppe Orchestre Les Évadés de Ponton la Belle Tchicaya, Tchico "},"conceptURI":"https://d-nb.info/1054619751","_standard":{"text":"Orchestre Les Évadés"},"conceptName":"Orchestre Les Évadés"}	029F	$4:prf	Orchestre Les Évadés		
491672802	1253233268	Mascott, Samba	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Kongo (Demokratische Republik) Mascott, Sammy Musiker Männlich Religion Samba Mascott Samba, Joseph Mayanguila Songwriter "},"conceptURI":"https://d-nb.info/1253233268","_standard":{"text":"Mascott, Samba"},"conceptName":"Mascott, Samba"}	028C	$4:prf	Mascott, Samba		
491672802	1060766469	Ya Claude	{"frontendLanguage":"de","_fulltext":{"text":"Bivoua, Claude Kongo (Republik) Musiker Männlich Religion Republik Kongo Ya-Claude "},"conceptURI":"https://d-nb.info/1060766469","_standard":{"text":"Ya Claude"},"conceptName":"Ya Claude"}	028C	$4:prf	Ya Claude	194X-	
491672802	1123534764	Douley, Clotaire	{"frontendLanguage":"de","_fulltext":{"text":"Brazzaville Doulay, Clotaire Kimbolo Doulay, Kim Clotaire Kimbolo, Clotaire Kongo (Republik) Musiker Männlich Religion Republik Kongo Songwriter "},"conceptURI":"https://d-nb.info/1123534764","_standard":{"text":"Douley, Clotaire"},"conceptName":"Douley, Clotaire"}	028C	$4:prf	Douley, Clotaire		
491672802	1253233713	Victor, Saboukoulou	{"frontendLanguage":"de","_fulltext":{"text":"Kongo (Demokratische Republik) Musiker Männlich Religion Saboukoulou, Victor Songwriter "},"conceptURI":"https://d-nb.info/1253233713","_standard":{"text":"Victor, Saboukoulou"},"conceptName":"Victor, Saboukoulou"}	028C	$4:prf	Victor, Saboukoulou		
491672802	1253234027	Aubin, Pie	{"frontendLanguage":"de","_fulltext":{"text":"Kongo (Demokratische Republik) Musiker Männlich Pie Aubus Pie-Aubin Religion Songwriter "},"conceptURI":"https://d-nb.info/1253234027","_standard":{"text":"Aubin, Pie"},"conceptName":"Aubin, Pie"}	028C	$4:prf	Aubin, Pie		
491792123	1022227009	Mabiala, Youlou	{"frontendLanguage":"de","_fulltext":{"text":"Brazzaville Kongo (Republik) Mabiala, Gilbert Youlou Mabiala, Youlou, Prince Musiker Männlich Prince Y-M Prince Youlou Religion Republik Kongo Songwriter Youlou "},"conceptURI":"https://d-nb.info/1022227009","_standard":{"text":"Mabiala, Youlou"},"conceptName":"Mabiala, Youlou"}	028A	$4:cmp	Mabiala, Youlou	1947-	
491793863	1022227009	Mabiala, Youlou	{"frontendLanguage":"de","_fulltext":{"text":"Brazzaville Kongo (Republik) Mabiala, Gilbert Youlou Mabiala, Youlou, Prince Musiker Männlich Prince Y-M Prince Youlou Religion Republik Kongo Songwriter Youlou "},"conceptURI":"https://d-nb.info/1022227009","_standard":{"text":"Mabiala, Youlou"},"conceptName":"Mabiala, Youlou"}	028A	$4:cmp	Mabiala, Youlou	1947-	
491793863	1022227483	Kamikaze Loningisa	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musikgruppe Orchestre Kamikaze Orchestre Kamikaze Loningisa Orchestre Loningisa Republik Kongo "},"conceptURI":"https://d-nb.info/1022227483","_standard":{"text":"Kamikaze Loningisa"},"conceptName":"Kamikaze Loningisa"}	029F	$4:prf	Kamikaze Loningisa		
491795319	1022227009	Mabiala, Youlou	{"frontendLanguage":"de","_fulltext":{"text":"Brazzaville Kongo (Republik) Mabiala, Gilbert Youlou Mabiala, Youlou, Prince Musiker Männlich Prince Y-M Prince Youlou Religion Republik Kongo Songwriter Youlou "},"conceptURI":"https://d-nb.info/1022227009","_standard":{"text":"Mabiala, Youlou"},"conceptName":"Mabiala, Youlou"}	028A	$4:cmp	Mabiala, Youlou	1947-	
491795319	1022227483	Kamikaze Loningisa	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musikgruppe Orchestre Kamikaze Orchestre Kamikaze Loningisa Orchestre Loningisa Republik Kongo "},"conceptURI":"https://d-nb.info/1022227483","_standard":{"text":"Kamikaze Loningisa"},"conceptName":"Kamikaze Loningisa"}	029F	$4:prf	Kamikaze Loningisa		
492004684	1022227009	Mabiala, Youlou	{"frontendLanguage":"de","_fulltext":{"text":"Brazzaville Kongo (Republik) Mabiala, Gilbert Youlou Mabiala, Youlou, Prince Musiker Männlich Prince Y-M Prince Youlou Religion Republik Kongo Songwriter Youlou "},"conceptURI":"https://d-nb.info/1022227009","_standard":{"text":"Mabiala, Youlou"},"conceptName":"Mabiala, Youlou"}	028C	$4:prf	Mabiala, Youlou	1947-	
492004684	1022227483	Kamikaze Loningisa	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musikgruppe Orchestre Kamikaze Orchestre Kamikaze Loningisa Orchestre Loningisa Republik Kongo "},"conceptURI":"https://d-nb.info/1022227483","_standard":{"text":"Kamikaze Loningisa"},"conceptName":"Kamikaze Loningisa"}	029F	$4:prf	Kamikaze Loningisa		
492092648	1253805180	Bombenga	{"frontendLanguage":"de","_fulltext":{"text":"Bombenga Wewando, Jeannot Bombenga, Jeannot Demokratische Republik Kongo Katalogisierungslevel 3 Kongo (Demokratische Republik) Musiker Musikproduzent Männlich Songwriter "},"conceptURI":"https://d-nb.info/1253805180","_standard":{"text":"Bombenga"},"conceptName":"Bombenga"}	028C	$4:prf	Bombenga	1934-	
49371734X	125605447X	Souza, Ignace de	{"frontendLanguage":"de","_fulltext":{"text":"Benin Cotonou Musiker Religion Unbekannt "},"conceptURI":"https://d-nb.info/125605447X","_standard":{"text":"Souza, Ignace de"},"conceptName":"Souza, Ignace de"}	028C	$4:prf	de Souza, Ignace	1937-1988	
497802031	1036118002	Josky	{"frontendLanguage":"de","_fulltext":{"text":"Commandant de Bord Josky Demokratische Republik Kongo Kiambukuia, Josky Kiambukuta Londa, Joseph Augustin Kiambukuta, Jo-Sex Kiambukuta, Josky Kiambukuta, Serge Kinshasa Komponist Kongo (Demokratische Republik) Londa, Josky Kiambukuta Musiker Männlich Religion "},"conceptURI":"https://d-nb.info/1036118002","_standard":{"text":"Josky"},"conceptName":"Josky"}	028A	$4:cmp	Josky	1949-2021	
497802031	1034498649	Franco, Musiker	{"frontendLanguage":"de","_fulltext":{"text":"Bavon Marie-Marie Brüssel Demokratische Republik Kongo Grand Maître Grand Maître Franco Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) L'Okanga La Ndju Pene Luambo Makiadi Lokanga La Djo Péné, Franc̜ois Luambo Makiadi Luambo Makiadi, Franco Luambo, Franco Makiadi, Franco Luambo Makiadi, François Luambo Makiadi, Luambo Musiker Männlich Religion Sona Bata Tout-Puissant OK Jazz "},"conceptURI":"https://d-nb.info/1034498649","_standard":{"text":"Franco, Musiker"},"conceptName":"Franco, Musiker"}	028C	$4:prf	Franco <Musiker>	1938-1989	
497802988	1034498649	Franco, Musiker	{"frontendLanguage":"de","_fulltext":{"text":"Bavon Marie-Marie Brüssel Demokratische Republik Kongo Grand Maître Grand Maître Franco Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) L'Okanga La Ndju Pene Luambo Makiadi Lokanga La Djo Péné, Franc̜ois Luambo Makiadi Luambo Makiadi, Franco Luambo, Franco Makiadi, Franco Luambo Makiadi, François Luambo Makiadi, Luambo Musiker Männlich Religion Sona Bata Tout-Puissant OK Jazz "},"conceptURI":"https://d-nb.info/1034498649","_standard":{"text":"Franco, Musiker"},"conceptName":"Franco, Musiker"}	028A	$4:cmp	Franco <Musiker>	1938-1989	
497802988	3015656-7	Tout-Puissant OK Jazz	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3015656-7 Demokratische Republik Kongo Franco & OK Jazz Franco & TPOK Jazz Franco et OK Jazz Franco et TPOK Jazz Franco, Musiker Josky Katalogisierungslevel 1 Kinshasa Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe O.K. Jazz OK Jazz Orch. T.P.OK. Jazz Orchestra OK Jazz Orchestre Franco Orchestre O.K. Jazz Orchestre OK Jazz T.P. OK Jazz T.P.O.K. Jazz TPOK Jazz Tout Puissant Orchestre Kinois Jazz "},"conceptURI":"https://d-nb.info/3015656-7","_standard":{"text":"Tout-Puissant OK Jazz"},"conceptName":"Tout-Puissant OK Jazz"}	029F	$4:prf	Tout-Puissant OK Jazz		
497804018	1036118002	Josky	{"frontendLanguage":"de","_fulltext":{"text":"Commandant de Bord Josky Demokratische Republik Kongo Kiambukuia, Josky Kiambukuta Londa, Joseph Augustin Kiambukuta, Jo-Sex Kiambukuta, Josky Kiambukuta, Serge Kinshasa Komponist Kongo (Demokratische Republik) Londa, Josky Kiambukuta Musiker Männlich Religion "},"conceptURI":"https://d-nb.info/1036118002","_standard":{"text":"Josky"},"conceptName":"Josky"}	028A	$4:cmp	Josky	1949-2021	
497804018	1034498649	Franco, Musiker	{"frontendLanguage":"de","_fulltext":{"text":"Bavon Marie-Marie Brüssel Demokratische Republik Kongo Grand Maître Grand Maître Franco Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) L'Okanga La Ndju Pene Luambo Makiadi Lokanga La Djo Péné, Franc̜ois Luambo Makiadi Luambo Makiadi, Franco Luambo, Franco Makiadi, Franco Luambo Makiadi, François Luambo Makiadi, Luambo Musiker Männlich Religion Sona Bata Tout-Puissant OK Jazz "},"conceptURI":"https://d-nb.info/1034498649","_standard":{"text":"Franco, Musiker"},"conceptName":"Franco, Musiker"}	028C	$4:prf	Franco <Musiker>	1938-1989	
497804018	3015656-7	Tout-Puissant OK Jazz	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3015656-7 Demokratische Republik Kongo Franco & OK Jazz Franco & TPOK Jazz Franco et OK Jazz Franco et TPOK Jazz Franco, Musiker Josky Katalogisierungslevel 1 Kinshasa Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe O.K. Jazz OK Jazz Orch. T.P.OK. Jazz Orchestra OK Jazz Orchestre Franco Orchestre O.K. Jazz Orchestre OK Jazz T.P. OK Jazz T.P.O.K. Jazz TPOK Jazz Tout Puissant Orchestre Kinois Jazz "},"conceptURI":"https://d-nb.info/3015656-7","_standard":{"text":"Tout-Puissant OK Jazz"},"conceptName":"Tout-Puissant OK Jazz"}	029F	$4:prf	Tout-Puissant OK Jazz		
497805324	1034498649	Franco, Musiker	{"frontendLanguage":"de","_fulltext":{"text":"Bavon Marie-Marie Brüssel Demokratische Republik Kongo Grand Maître Grand Maître Franco Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) L'Okanga La Ndju Pene Luambo Makiadi Lokanga La Djo Péné, Franc̜ois Luambo Makiadi Luambo Makiadi, Franco Luambo, Franco Makiadi, Franco Luambo Makiadi, François Luambo Makiadi, Luambo Musiker Männlich Religion Sona Bata Tout-Puissant OK Jazz "},"conceptURI":"https://d-nb.info/1034498649","_standard":{"text":"Franco, Musiker"},"conceptName":"Franco, Musiker"}	028A	$4:cmp	Franco <Musiker>	1938-1989	
497805324	134782542	Ley, Tabu	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310472547 (DE-588a)129065609 (DE-588a)134782542 (DE-588c)7659722-2 Allgemeines, Interdisziplinäre Allgemeinwörter Komponist Kongo (Demokratische Republik) Ley LeRochereau, Tabu Ley Rocherau, Tabu Ley Rochereau, Tabu Musiker Pascal, Tabu Personen zu Musik Rochereau Rochereau, ... Rochereau, Ley Rochereau, Tabu L. Rochereau, Tabu Ley Rochereau, Tabuley Seigneur Rocherau Seigneur Rochereau Tabu Ley Tabu, Ley Unbekannt "},"conceptURI":"https://d-nb.info/134782542","_standard":{"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	028C	$4:prf	Ley, Tabu	1940-2013	
497810697	1022227009	Mabiala, Youlou	{"frontendLanguage":"de","_fulltext":{"text":"Brazzaville Kongo (Republik) Mabiala, Gilbert Youlou Mabiala, Youlou, Prince Musiker Männlich Prince Y-M Prince Youlou Religion Republik Kongo Songwriter Youlou "},"conceptURI":"https://d-nb.info/1022227009","_standard":{"text":"Mabiala, Youlou"},"conceptName":"Mabiala, Youlou"}	028C	$4:prf	Mabiala, Youlou	1947-	
497810697	3015656-7	Tout-Puissant OK Jazz	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3015656-7 Demokratische Republik Kongo Franco & OK Jazz Franco & TPOK Jazz Franco et OK Jazz Franco et TPOK Jazz Franco, Musiker Josky Katalogisierungslevel 1 Kinshasa Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe O.K. Jazz OK Jazz Orch. T.P.OK. Jazz Orchestra OK Jazz Orchestre Franco Orchestre O.K. Jazz Orchestre OK Jazz T.P. OK Jazz T.P.O.K. Jazz TPOK Jazz Tout Puissant Orchestre Kinois Jazz "},"conceptURI":"https://d-nb.info/3015656-7","_standard":{"text":"Tout-Puissant OK Jazz"},"conceptName":"Tout-Puissant OK Jazz"}	029F	$4:prf	Tout-Puissant OK Jazz		
497997096	1034498649	Franco, Musiker	{"frontendLanguage":"de","_fulltext":{"text":"Bavon Marie-Marie Brüssel Demokratische Republik Kongo Grand Maître Grand Maître Franco Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) L'Okanga La Ndju Pene Luambo Makiadi Lokanga La Djo Péné, Franc̜ois Luambo Makiadi Luambo Makiadi, Franco Luambo, Franco Makiadi, Franco Luambo Makiadi, François Luambo Makiadi, Luambo Musiker Männlich Religion Sona Bata Tout-Puissant OK Jazz "},"conceptURI":"https://d-nb.info/1034498649","_standard":{"text":"Franco, Musiker"},"conceptName":"Franco, Musiker"}	028C	$4:prf	Franco <Musiker>	1938-1989	
497997096	1036118002	Josky	{"frontendLanguage":"de","_fulltext":{"text":"Commandant de Bord Josky Demokratische Republik Kongo Kiambukuia, Josky Kiambukuta Londa, Joseph Augustin Kiambukuta, Jo-Sex Kiambukuta, Josky Kiambukuta, Serge Kinshasa Komponist Kongo (Demokratische Republik) Londa, Josky Kiambukuta Musiker Männlich Religion "},"conceptURI":"https://d-nb.info/1036118002","_standard":{"text":"Josky"},"conceptName":"Josky"}	028C	$4:prf	Josky	1949-2021	
497997096	3015656-7	Tout-Puissant OK Jazz	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3015656-7 Demokratische Republik Kongo Franco & OK Jazz Franco & TPOK Jazz Franco et OK Jazz Franco et TPOK Jazz Franco, Musiker Josky Katalogisierungslevel 1 Kinshasa Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe O.K. Jazz OK Jazz Orch. T.P.OK. Jazz Orchestra OK Jazz Orchestre Franco Orchestre O.K. Jazz Orchestre OK Jazz T.P. OK Jazz T.P.O.K. Jazz TPOK Jazz Tout Puissant Orchestre Kinois Jazz "},"conceptURI":"https://d-nb.info/3015656-7","_standard":{"text":"Tout-Puissant OK Jazz"},"conceptName":"Tout-Puissant OK Jazz"}	029F	$4:prf	Tout-Puissant OK Jazz		
497997746	1034498649	Franco, Musiker	{"frontendLanguage":"de","_fulltext":{"text":"Bavon Marie-Marie Brüssel Demokratische Republik Kongo Grand Maître Grand Maître Franco Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) L'Okanga La Ndju Pene Luambo Makiadi Lokanga La Djo Péné, Franc̜ois Luambo Makiadi Luambo Makiadi, Franco Luambo, Franco Makiadi, Franco Luambo Makiadi, François Luambo Makiadi, Luambo Musiker Männlich Religion Sona Bata Tout-Puissant OK Jazz "},"conceptURI":"https://d-nb.info/1034498649","_standard":{"text":"Franco, Musiker"},"conceptName":"Franco, Musiker"}	028C	$4:prf	Franco <Musiker>	1938-1989	
497997746	3015656-7	Tout-Puissant OK Jazz	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3015656-7 Demokratische Republik Kongo Franco & OK Jazz Franco & TPOK Jazz Franco et OK Jazz Franco et TPOK Jazz Franco, Musiker Josky Katalogisierungslevel 1 Kinshasa Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe O.K. Jazz OK Jazz Orch. T.P.OK. Jazz Orchestra OK Jazz Orchestre Franco Orchestre O.K. Jazz Orchestre OK Jazz T.P. OK Jazz T.P.O.K. Jazz TPOK Jazz Tout Puissant Orchestre Kinois Jazz "},"conceptURI":"https://d-nb.info/3015656-7","_standard":{"text":"Tout-Puissant OK Jazz"},"conceptName":"Tout-Puissant OK Jazz"}	029F	$4:prf	Tout-Puissant OK Jazz		
49800211X	1034498649	Franco, Musiker	{"frontendLanguage":"de","_fulltext":{"text":"Bavon Marie-Marie Brüssel Demokratische Republik Kongo Grand Maître Grand Maître Franco Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) L'Okanga La Ndju Pene Luambo Makiadi Lokanga La Djo Péné, Franc̜ois Luambo Makiadi Luambo Makiadi, Franco Luambo, Franco Makiadi, Franco Luambo Makiadi, François Luambo Makiadi, Luambo Musiker Männlich Religion Sona Bata Tout-Puissant OK Jazz "},"conceptURI":"https://d-nb.info/1034498649","_standard":{"text":"Franco, Musiker"},"conceptName":"Franco, Musiker"}	028A	$4:cmp	Franco <Musiker>	1938-1989	
49800211X	3015656-7	Tout-Puissant OK Jazz	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3015656-7 Demokratische Republik Kongo Franco & OK Jazz Franco & TPOK Jazz Franco et OK Jazz Franco et TPOK Jazz Franco, Musiker Josky Katalogisierungslevel 1 Kinshasa Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe O.K. Jazz OK Jazz Orch. T.P.OK. Jazz Orchestra OK Jazz Orchestre Franco Orchestre O.K. Jazz Orchestre OK Jazz T.P. OK Jazz T.P.O.K. Jazz TPOK Jazz Tout Puissant Orchestre Kinois Jazz "},"conceptURI":"https://d-nb.info/3015656-7","_standard":{"text":"Tout-Puissant OK Jazz"},"conceptName":"Tout-Puissant OK Jazz"}	029F	$4:cmp	Tout-Puissant OK Jazz		
498013200	1054734453	Simaro, Musiker	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Komponist Kongo (Demokratische Republik) Lutumba, Ndomanueno Simaro Lutumba, Simaro Léopoldville Massiya, Simarro Musiker Männlich Poète Simaro Président Lutumba Religion Simaro, Lutumba Simaro, Massiya Lutumba Ndomanueno Simaro, Sim Simarro "},"conceptURI":"https://d-nb.info/1054734453","_standard":{"text":"Simaro, Musiker"},"conceptName":"Simaro, Musiker"}	028C	$4:prf	Simaro <Musiker>	1939-	
498013200	3015656-7	Tout-Puissant OK Jazz	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3015656-7 Demokratische Republik Kongo Franco & OK Jazz Franco & TPOK Jazz Franco et OK Jazz Franco et TPOK Jazz Franco, Musiker Josky Katalogisierungslevel 1 Kinshasa Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe O.K. Jazz OK Jazz Orch. T.P.OK. Jazz Orchestra OK Jazz Orchestre Franco Orchestre O.K. Jazz Orchestre OK Jazz T.P. OK Jazz T.P.O.K. Jazz TPOK Jazz Tout Puissant Orchestre Kinois Jazz "},"conceptURI":"https://d-nb.info/3015656-7","_standard":{"text":"Tout-Puissant OK Jazz"},"conceptName":"Tout-Puissant OK Jazz"}	029F	$4:prf	Tout-Puissant OK Jazz		
