PPN	Signatur	Signatur_PPN	weitere Signaturen	Objekttitel	Reihentiteltitel	"Sprachen"	Objektbeschreibung	Umfang	"Weitere Nummer (Typ)"	"Weitere Nummer (Wert)"	Datum	"Ort"	"Ort-System-ID"	Label	"Schlagwörter"	Teilsammlung (AMA)	Weitere Informationen	Merkmale	Interpret	Ereignis	"GND-URL"	"Import-Name"	"Name"	"Rolle"	"Bemerkung"
404960405	TK 1034	TK 1034 404960405		Kafou Kafou / Awilo Longomba		"und"	Enth.: Happy birthday. Sequestration. Abidjan débout. Où l'hibou niche. Cache cache - Polygamie. Amour perdu. Le @Biaka. Faux dossier. Tchelele	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1034|JIP 181"	1995	"Paris"	"17840"	JIP-Jimmy's International Production]	"Musik|Kongo|Populäre Musik"	2002/202				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1136337253"	"Longomba, Awilo|JIP-Jimmy's International Production]"	"Longomba, Awilo|JIP-Jimmy's International Production]"	"Interpretation (durch)|Musiklabel"	""
404960774	TK 1035	TK 1035 404960774		Chinia / Lutchiana Mobulu 100%		"und"	Enth.: Chinia. Assurence LOPEZ. Lale. Bolingo ya Nzambo - Velia. Mr. Lutchiana. Mbombo'a mbwa. Autopsie	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1035|MC JPS 0050"	1995	"Douala|Paris"	"721379|17840"	JPS Cameroun, JPS France	"Musik|Kongo|Populäre Musik"	2001/193				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1071093797|http://d-nb.info/gnd/1071093797"	"Lutchiana Mobulu|Lutchiana Mobulu|JPS Cameroun|JPS France"	"Lutchiana Mobulu|Lutchiana Mobulu|JPS Cameroun|JPS France"	"Komposition (von)|Interpretation (durch)|Musiklabel|Musiklabel"	"|"
404965970	TK 1036	TK 1036 404965970		Ayo... Africa / Longuè Longuè (Le Libérateur)		"und"	Enth.: Corps à corps. Témoignez-moi. Lenda. Wa nde we - Ayo... Africa. Quand l'homme est content. Baganda. Tira	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1036|Preya M.C. 0012"	2001	"Los Angeles|Douala"	"721379"	Prince Eyango Music Company	"Musik|Kamerun|Populäre Musik"	2002/201				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1136394583|http://d-nb.info/gnd/1136394583"	"Longuè Longuè|Longuè Longuè|Prince Eyango Music Company"	"Longuè Longuè|Longuè Longuè|Prince Eyango Music Company"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"1973-|1973-"
40498147X	TK 990	TK 990 40498147X		Door mou danou / Sama Flavor		"und"	Enth.: No woman no cry. Fuck Q. Bathia. Mentalité africaine. Saloum ghetto. Histoire sans fin - Door mou danou. Lendemain. Boul thi kheup souf. Hip Hop. Nell fess. No woman no cry (bonus)	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 990|-"	1999	""	""		"Musik|Senegal|Populäre Musik"	2000/886				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1136425179"	"Sama Flavor"	"Sama Flavor"	"Interpretation (durch)"	""
404983030	TK 991	TK 991 404983030		Stefie Tchoko / Le Victoria Eleyson de King Kester Emeneya		"und"	Enth.: Stefie Tchoko. Doris Iloko. Nina. Mifoune - Delando. J.C Nguibi. Papy Concha. Zimakanda	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 991|MED 9603"	1995	"Erscheinungsort nicht ermittelbar"	"4035"	DMS Entertainment	"Musik|Kongo|Populäre Musik"	2000/701				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1023569302|http://d-nb.info/gnd/1023568942"	"Emeneya|Victoria Eleison (Musikgruppe)|DMS Entertainment"	"Emeneya|Victoria Eleison|DMS Entertainment"	"Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1956-2014|"
40498360X	TK 992	TK 992 40498360X		Gerant / Pepe Kalle		"und"	Enth.: Gerant. Milla (version stade). Shikamo seye. Pedro - Milla. Zonga aime. Beli seyo. Muyenga	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 992|054"	1991	"Erscheinungsort nicht ermittelbar"	"4035"	[Verlag nicht ermittelbar]	"Musik|Kongo|Populäre Musik"	2001/81				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/138677433"	"Pépé Kallé|[Verlag nicht ermittelbar]"	"Pépé Kallé|[Verlag nicht ermittelbar]"	"Interpretation (durch)|Musiklabel"	"1951-1998"
404983642	TK 1037	TK 1037 404983642		Owuo / Wofa Akwabena Akwaboa		"und"	Enth.: Owuo. Trouble de for Bush. Hyebremi - Anything can happen. Mmre-Dane. Som Brode	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1037|DWALPS 2278"	1988	"Abule Oja, Lagos"	""	Afrodisia Ltd.	"Musik|Ghana|Highlife|Populäre Musik"	2001/502				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1136427015"	"Wofa Akwabena Akwaboa|Afrodisia Ltd."	"Wofa Akwabena Akwaboa|Afrodisia Ltd."	"Interpretation (durch)|Musiklabel"	""
404984371	TK 1038	TK 1038 404984371		Mboa' Su / Manu Dibango		"und"	Enth.: Mboa' Su. Aye Africa. Oh!Koh! Wéya Mouna - Big blow/Abélé Mood. Maya ma Bobé. Sango Yésu Cristo	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1038|MC JPS 064"	1990	"Paris|DOUALA"	"17840"	JPS France, JPS Cameroun	"Musik|Kamerun|Populäre Musik"	2001/194				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/13435852X|http://d-nb.info/gnd/13435852X"	"Dibango, Manu|Dibango, Manu|JPS France|JPS Cameroun"	"Dibango, Manu|Dibango, Manu|JPS France|JPS Cameroun"	"Komposition (von)|Arrangement (von)|Musiklabel|Musiklabel"	"1933-2020|1933-2020"
404985750	TK 1039	TK 1039 404985750			Attentat	"und"	Enth.: Attentat. Victoire. Tchernobyl. Malande-Ngombe - Number One. Non assistance. Nul n'est parfait	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1039|-"	1999	"Garoua"	"721386"	Promo Music	"Musik|Kongo|Populäre Musik"	2001/439	© Sonodisc (Paris), sous licence exlusive Promo Music			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1023168456|http://d-nb.info/gnd/1023168456"	"Olomidé, Koffi|Olomidé, Koffi|Promo Music"	"Olomidé, Koffi|Olomidé, Koffi|Promo Music"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"1956-|1956-"
404985815	TK 1040	TK 1040 404985815			Attentat	"und"	Enth.: Sans anesthésie. Kamutshima. Si si si. African kings - Caméléon. Boda Bodack. Chocolat	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1040|-"	1999	"Garoua"	"721386"	Promo Music	"Musik|Kongo|Populäre Musik"	2001/195	© Sonodisc (Paris), sous licence exlusive Promo Music			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1023168456|http://d-nb.info/gnd/1023168456"	"Olomidé, Koffi|Olomidé, Koffi|Promo Music"	"Olomidé, Koffi|Olomidé, Koffi|Promo Music"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"1956-|1956-"
404987176	TK 1042	TK 1042 404987176		Le prince du bikutsi / Govy (Govinal N'Dzinga-Essomba)		"und"	Enth.: Ezil-ngan! Haut les mains. Bikutsi-dance. Okidi - Biabô ya? Azombo. Dzu-ma. M'azu!	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1042|[MC] 0058 (08/99)"	1999	"Douala"	"721379"	M.C. Pop Music	"Musik|Kamerun|Populäre Musik"	2001/437				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1136429913|http://d-nb.info/gnd/1136429913"	"N'Dzinga-Essomba, Govinal|N'Dzinga-Essomba, Govinal|M.C. Pop Music"	"N'Dzinga-Essomba, Govinal|N'Dzinga-Essomba, Govinal|M.C. Pop Music"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"|"
404987826	TK 1043	TK 1043 404987826		You go pay / Prince Eyango		"und"	Enth.: Take money. Tu vas payer. African dance. Saweri. M'seka folk - Chantou. Bwanga bongo. Ntonhi diam. Nena wa. Take money	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1043|MC 0079 (11/2000)"	2000	"Douala|Yaoundé"	"721379"	M.C. Pop Music International	"Musik|Kamerun|Populäre Musik"	2002/208				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1080503293|http://d-nb.info/gnd/1080503293"	"Prince Eyango|Prince Eyango|M.C. Pop Music International"	"Prince Eyango|Prince Eyango|M.C. Pop Music International"	"Komposition (von)|Arrangement (von)|Musiklabel"	"1960-|1960-"
404996582	TK 1044	TK 1044 404996582		Nomakanjani? / Brenda		"und"	Enth.: Nomakanjani? Jiva. Moya. Mpundulu. Mingi mingi - Kenang Bohle. Nomakanjani (com what may mix). Soon and very soon (remix). Mpundulu (gruff mix). Jiva (sparse vocal mix)	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1044|FL 015 (11/2000)"	2000	"Douala"	"721379"	Flash Music	"Musik|Südafrika|Populäre Musik"	2002/203				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/13085963X|http://d-nb.info/gnd/13085963X"	"Fassie, Brenda|Fassie, Brenda|Flash Music"	"Fassie, Brenda|Fassie, Brenda|Flash Music"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"1964-2004|1964-2004"
404996892	TK 994	TK 994 404996892		Cé chalè carnaval / Pepe-Kalle		"und"	Enth.: Cé chalè carnaval. Djoni bitoto - Tiembe raid pa moli. Ndako ya zeke	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 994|Afro-Rythmes EAR 10124"	1995	"Paris"	"17840"	Afro-Rythmes	"Musik|Kongo|Populäre Musik"	2001/80				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/138677433"	"Pépé Kallé|Afro-Rythmes"	"Pépé Kallé|Afro-Rythmes"	"Interpretation (durch)|Musiklabel"	"1951-1998"
404997082	TK 1045	TK 1045 404997082		Sou ni tile / Amadou & Mariam		"und"	Enth.: Mouna. Combattants. Radio Mogo. Je pense à toi. Djandjo - Dogons. Baara. Pauvre type. Tere la Sebin. On se donne la main	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1045|MGS 1929"	1995	"Erscheinungsort nicht ermittelbar"	"4035"	MGS	"Musik|Mali|Populäre Musik"	2002/204				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/5521417-4|http://d-nb.info/gnd/5521417-4"	"Amadou & Mariam (Musikgruppe)|Amadou & Mariam (Musikgruppe)|MGS"	"Amadou & Mariam|Amadou & Mariam|MGS"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"|"
404998240	TK 1046	TK 1046 404998240		Salat âla Mohamed / Jouini Band		"und"	Enth.: Salat âla Mohamed. Good by chérie. Ça was wine. Wine Ridi - Halima. Zidou âl Âine. Cherara. Samira	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1046|EV 01/164"	1990	""	""		"Musik|Tunesien|Populäre Musik"	2006/71				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/113644369X"	"Jouini Band"	"Jouini Band"	"Interpretation (durch)"	""
404998631	TK 1047	TK 1047 404998631		La résurrection de sa majesté Tohon Stan  / Tohon Stan		"und"	Enth.: Résurrection. Choufawa. Satisfaction. Remix Résurrection - Saisi ta chance. Non à la violence. Reggae yallow. Remix Saisi ta chance	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1047|-"	1995	"Cotonou"	"721376"	CAP Records	"Musik|Benin|Populäre Musik"	2006/633				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1060870967"	"Tohon, Stan|CAP Records"	"Tohon, Stan|CAP Records"	"Interpretation (durch)|Musiklabel"	""
404998828	TK 996	TK 996 404998828		Mabina-m'boka / Laskino et la groupe Matchatcha		"und"	Enth.: Mabina-m'boka. L'union. Zamakele - Molamogui. Fête des mères. Moi je regrette. Annie	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur"	"TK 996"	1995	"Erscheinungsort nicht ermittelbar"	"4035"	[Verlag nicht ermittelbar]	"Musik|Zentralafrikanische Republik|Populäre Musik"	2001/77				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1054665575|http://d-nb.info/gnd/16171162-5"	"Ngomateke, Emy Laskin|Matchatcha|[Verlag nicht ermittelbar]"	"Ngomateke, Emy Laskin|Matchatcha|[Verlag nicht ermittelbar]"	"Interpretation (durch)|Interpretation (durch)|Musiklabel"	"|"
404999131	TK 1048	TK 1048 404999131		Beyanga / Mbilia Bel		"und"	Enth.: Beyanga - Mano Mongba. Mobali na ngai wana. Napika	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1048|CIS 027"	1995	"Paris"	"17840"	PolyGram Records	"Musik|Kongo|Populäre Musik"	2006/639				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1074023617|http://d-nb.info/gnd/134782542|http://d-nb.info/gnd/1074023617"	"Bel, M'bilia|Ley, Tabu|Bel, M'bilia|PolyGram Records"	"Bel, M'bilia|Ley, Tabu|Bel, M'bilia|PolyGram Records"	"Komposition (von)|Komposition (von)|Interpretation (durch)|Musiklabel"	"1959-|1940-2013|1959-"
405347715	TK 998	TK 998 405347715		Face à face / Seigneur Tabu Ley Rochereau		"und"	Enth.: Face à face. Sosolinga. Walitcho - Boubou. Franco de mi amor. Malab - $t - $t	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 998|Out of  Africa C-91/20"	1985	"Bruxelles"	"721367"	Out of Africa	"Musik|Kongo|Populäre Musik"	2001/75				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134782542|http://d-nb.info/gnd/134782542"	"Ley, Tabu|Ley, Tabu|Out of Africa"	"Ley, Tabu|Ley, Tabu|Out of Africa"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"1940-2013|1940-2013"
405390955	TK 1000 	TK 1000  405390955		Soukouss fever /		"und"	Enth.: Bolingo. Matanga. Makambo - Voyager. Liwa. Nabiso	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1000 |[Jimmy's International Production] JIP036"	1994	"Paris"	"17840"	[Jimmy's International Production]	"Musik|Afrika|Populäre Musik"	2001/78				Veröffentlichung (musikalisches Werk)	""	"[Jimmy's International Production]"	"[Jimmy's International Production]"	"Musiklabel"	""
405391625	TK 1001	TK 1001 405391625		Naka gnami / Sali Sidibe : la perle noire du wassoulou		"und"	Enth.: Naka gnami. Djema. Dia bana - Dunia manyi. Faso barra. Suruku ninama	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1001|77"	1995	""	""		"Musik|Mali|Populäre Musik"	2000/685				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1124713093"	"Sidibé, Sali"	"Sidibé, Sali"	"Interpretation (durch)"	"1960-2020"
405395434	TK 1068	TK 1068 405395434		Elohim / Alpha Blondy		"und"	Enth.: Black samouraï. Haridjinan. Les voleurs de la rèpublique. Dictature. La queue de diable. Journalistes en danger (democrature). When I need you - Djeneba. Sabotage. Take no prisonner (cannibalistic). Lune de miel (honeymoon). Waïkiki rock. Perini go gaou (Petini go gaou). Mônin	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1068|[Deelie] ABD 99083"	2000	"Erscheinungsort nicht ermittelbar|Erscheinungsort nicht ermittelbar"	"4035|4035"	[Deelie], Phono Plus Press	"Musik|Côte d'Ivoire|Populäre Musik, Reggae"	2001/192				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134110536|http://d-nb.info/gnd/16041755-7"	"Blondy, Alpha|Alpha Blondy and the Solar System|[Deelie]|Phono Plus Press"	"Blondy, Alpha|Alpha Blondy and the Solar System|[Deelie]|Phono Plus Press"	"Interpretation (durch)|Interpretation (durch)|Musiklabel|Musiklabel"	"|"
405827369	TK 1069	TK 1069 405827369		L'espoir de ma vie / Penda Dalle		"und"	Enth.: Osi lowa mba. Tapa so. Ebango. Wongele mba - Tonde nde mba. Ponda wonge. Muna. Milema misibe	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1069|JPS MC1JPS 100"	1995	"Paris"	"17840"	JPS France ; Douala : JPS Cameroun	"Musik|Kamerun|Populäre Musik"	2002/206				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/106634194X"	"Dallé, Penda|JPS France ; Douala : JPS Cameroun"	"Dallé, Penda|JPS France ; Douala : JPS Cameroun"	"Interpretation (durch)|Musiklabel"	""
405841124	TK 1070	TK 1070 405841124		Etumba ya la vie / Zaïko Langa Langa Universel		"und"	Enth.: Intro enjoy langa-langa. Bana kin. Etumba ya la vie. Maman engalisa. Sacrifice suprême. Mokili makambo - Beto na beto. Jugement. pardon. Ntoke na toke. Tika hypocrisie. Lilita	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1070|BMP 00155-2"	2000	"Paris"	"17840"	BMP-Air B Mas Production	"Musik|Kongo|Populäre Musik"	2002/207				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1136870903"	"Zaïko Langa Langa Universel|BMP-Air B Mas Production"	"Zaïko Langa Langa Universel|BMP-Air B Mas Production"	"Interpretation (durch)|Musiklabel"	""
405845499	TK 1071	TK 1071 405845499		Toujours humble / JB M'piana		"und"	Enth.: TH. Walay-danico. Education. Sultan de Bruneil. Dis-moi amour. La rose verte - Grace à toi Germain. Pipina Jeannpy. 48 heures gecoco. Bye bye Julie. Mohamed Kaniansy. Kinshasa	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1071|Sim's"	2000	"Paris"	"17840"	Simon Music-SIPE	"Musik|Kongo|Populäre Musik"	2002/209				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1136891277|http://d-nb.info/gnd/16035195-9"	"JB Mpiana|Wenge Musica BC BG|Simon Music-SIPE"	"JB Mpiana|Wenge Musica BC BG|Simon Music-SIPE"	"Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1967-|"
40584574X	TK 1059	TK 1059 40584574X		L'amour n'a pas de frontière / Princesse Sica		"und"	Enth.: Vivre sans amour. Vive les mariés. C'est beau l'amour. Reuni. Afrique delestage. Jalousie - un enfant une racine. agbochebis philosophique. Eleso. Agbochebis aimez vos parents. Ogbon authentique en live. Agbochebou authentique	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1059|D.G.I. DX25487"	2000	"France?"	"4050"	Dexton Grams Industries	"Musik|Benin|Populäre Musik"	2006/646				Veröffentlichung (musikalisches Werk)	""	"Princesse Sica|Dexton Grams Industries"	"Princesse Sica|Dexton Grams Industries"	"Interpretation (durch)|Musiklabel"	""
405846908	TK 1060	TK 1060 405846908		Fanga follo / Fanga Fing		"und"	Enth.: Intro. Fanga follo. Seguebagato. Represent Hip Hop. Masaia. Wari - Bamako-City. je t'aime. C'est comme tu le sais. Djatemine. Operation Overlord. Outro	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1060|-"	2002	""	""		"Musik|Mali|Populäre Musik"	2006/712				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1136892990"	"Fanga Fing"	"Fanga Fing"	"Interpretation (durch)"	""
405847351	TK 1072	TK 1072 405847351		Merci / Extra-Musica International		"und"	Enth.: 007 USA. Mechancete (Mechancette). Yawe. Baby-doll - Ndjindji. T.G.A. Mon souhait. Princess Angie	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1072|LMC033"	2001	"Erscheinungsort nicht ermittelbar"	"4035"	quentin-moyascko/extramusica international	"Musik|Kongo|Populäre Musik"	2002/210				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1133085296"	"Extra-Musica|quentin-moyascko/extramusica international"	"Extra-Musica|quentin-moyascko/extramusica international"	"Interpretation (durch)|Musiklabel"	""
405847637	TK 1061	TK 1061 405847637		Sorombaya / Fodé Kouyaté		"und"	Enth.: Sorombaya. Fouta Foula. Kenen-Son. Kee. Sentiment - Lanyi Fan. Konomoden. Wassa. Bénéba. 15 ans	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1061|-"	2002	"France?"	"4050"	HMD/Production	"Musik|Guinea|Populäre Musik"	2006/716				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1136893598"	"Kouyaté, Fodé|HMD/Production"	"Kouyaté, Fodé|HMD/Production"	"Interpretation (durch)|Musiklabel"	""
405848048	TK 1062	TK 1062 405848048		Djéliya / Tata Bambo Kouyaté		"und"	Enth.: Hakilima. Kanu. Gnagna. Djéliya. Balakono. Cocan - SOS-enfants. Firy. Sambaré. Djoula. Naloma. Fula muso	1 Tonkassette ; Stereo compatible ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1062|FCA 30"	2000	""	""		"Musik|Mali|Populäre Musik"	2006/714				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1070072354"	"Kouyaté, Tata Bambo"	"Kouyaté, Tata Bambo"	"Interpretation (durch)"	"1950-2021"
405855389	TK 1063	TK 1063 405855389		Zoukance : de l'Afrique aux Antilles / Kris'D		"und"	Enth.: Couleur d'Abomey. Bolingo. Fragile. Pa Doute - I will always love you. ZouKance. Viens ce soir. Couleur d'Abomey (version play-back)	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1063|EV 007"	1999	"Benin"	""	Les Éditions Venus	"Musik|Benin|Frankreich|Populäre Musik"	2006/724				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1136910700"	"Kris'D|Les Éditions Venus"	"Kris'D|Les Éditions Venus"	"Interpretation (durch)|Musiklabel"	"1977-"
405892535	TK 1064	TK 1064 405892535		Mah Kouyaté & Madou Camara volume 1 / Mah Kouyaté & Madou Camara		"und"	Enth.: Douga - Nakoumadia	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1064|LVF 103"	2000	""	""		"Musik|Mali|Populäre Musik"	2006/713	[Nur Vol. 1 erschienen!?]			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1136962433|http://d-nb.info/gnd/1136962468"	"Kouyaté, Mah|Camara, Madou"	"Kouyaté, Mah|Camara, Madou"	"Interpretation (durch)|Interpretation (durch)"	"|"
406185344	TK 1065	TK 1065 406185344		Mandekalou Volume 1 / Mandekalou	Mandekalou	"und"	Enth.: Nare Maghan (Soundiata). Malissadio. Anka de (Gnanimadjougou) - Touramakan. Keme Bourama. Mouktary	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1065|-"	2004	"Paris"	"17840"	Syllart Productions	"Musik|Mali|Guinea|Populäre Musik|Traditionelle Musik"	2006/715				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/108844993X|http://d-nb.info/gnd/1136986707"	"Sylla, Ibrahima|Mandekalou|Syllart Productions"	"Sylla, Ibrahima|Mandekalou|Syllart Productions"	"Produktion (von)|Interpretation (durch)|Musiklabel"	"1956-2013|"
406186103	TK 1066	TK 1066 406186103		Houenoukpo / Jac'oho		"und"	Enth.: Gbenagnon. Houenoukpo. Avale - Elisabeth. Mandonoude. Sement sermont	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1066|JH 001"	2000	"Cotonou"	"721376"	Jacques Hodonou	"Musik|Benin|Populäre Musik"	2006/723				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1136894705|http://d-nb.info/gnd/1136894705"	"Jac'oho|Jac'oho|Jacques Hodonou"	"Jac'oho|Jac'oho|Jacques Hodonou"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"|"
40618688X	TK 1067	TK 1067 40618688X		Histoire de Karamoko Diakité de Kassaro / Samou Diakité		"und"	Enth.: Histoire de Karamoko Diakité de Kassaro [Teil 1] - Histoire de Karamoko Diakité de Kassaro [Teil 2]	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1067|MGS 3304"	1999	""	""		"Musik|Oralliteratur|Griot, Jeli|Traditionelle Musik"	2001/129				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1136988173"	"Diakité, Samou"	"Diakité, Samou"	"Interpretation (durch)"	""
