PPN	Signatur_PPN	Objekttitel	Reihentiteltitel	Sprachen	Objektbeschreibung	Umfang	Weitere Nummer (Signatur)	Weitere Nummer (Verlagsnr.)	Weitere Nummer (UPC)	Weitere Nummer (Matrix)	Datum	Ort	Label	Schlagwörter	Teilsammlung (AMA)	Weitere Informationen	Merkmale	Interpret	GND-ID (1.)	GND-Name (1.)	GND-JSON (1.)	Ereignis (1.)	Rolle (1.)	Name (1.)	Bemerkung (1.)	GND-ID (2.)	GND-Name (2.)	GND-JSON (2.)	Ereignis (2.)	Rolle (2.)	Name (2.)	Bemerkung (2.)	GND-ID (3.)	GND-Name (3.)	GND-JSON (3.)	Ereignis (3.)	Rolle (3.)	Name (3.)	Bemerkung (3.)	GND-ID (4.)	GND-Name (4.)	GND-JSON (4.)	Ereignis (4.)	Rolle (4.)	Name (4.)	Bemerkung (4.)	GND-ID (5.)	GND-Name (5.)	GND-JSON (5.)	Ereignis (5.)	Rolle (5.)	Name (5.)	Bemerkung (5.)	GND-ID (6.)	GND-Name (6.)	GND-JSON (6.)	Ereignis (6.)	Rolle (6.)	Name (6.)	Bemerkung (6.)	GND-ID (7.)	GND-Name (7.)	GND-JSON (7.)	Ereignis (7.)	Rolle (7.)	Name (7.)	Bemerkung (7.)	GND-ID (8.)	GND-Name (8.)	GND-JSON (8.)	Ereignis (8.)	Rolle (8.)	Name (8.)	Bemerkung (8.)	GND-ID (9.)	GND-Name (9.)	GND-JSON (9.)	Ereignis (9.)	Rolle (9.)	Name (9.)	Bemerkung (9.)	GND-ID (10.)	GND-Name (10.)	GND-JSON (10.)	Ereignis (10.)	Rolle (10.)	Name (10.)	Bemerkung (10.)	GND-ID (11.)	GND-Name (11.)	GND-JSON (11.)	Ereignis (11.)	Rolle (11.)	Name (11.)	Bemerkung (11.)	GND-ID (12.)	GND-Name (12.)	GND-JSON (12.)	Ereignis (12.)	Rolle (12.)	Name (12.)	Bemerkung (12.)	GND-ID (13.)	GND-Name (13.)	GND-JSON (13.)	Ereignis (13.)	Rolle (13.)	Name (13.)	Bemerkung (13.)	
020812582	R 2386 020812582	Zai͏̈re - polyphonies Mongo / enregistrements réalisés en République Démocratique du Zai͏̈re par Benoit Quersin		und		1 Schallpl. in Album ; 33 UpM ; 30 cm	R 2386	Ocora OCR 53			1982	Paris, Paris	Disques Ocora (Radio France), Harmonia Mundi France [Vertrieb]	Musik, Kongo, Ekonda, Batwa, Traditionelle Musik	0020733				http://d-nb.info/gnd/134646304	Quersin, Benoit	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310336309 (DE-588a)134646304 Belgien Jazzmusiker Katalogisierungslevel 1 Kontrabass Musiker Musikethnologe Männlich Personen zu Musik Quersin, Benoît "},"conceptURI":"http://d-nb.info/gnd/134646304","_standard":{"text":"Quersin, Benoit"},"conceptName":"Quersin, Benoit"}	Veröffentlichung (musikalisches Werk)	Musikalisches Werk Herausgabe (durch)	Quersin, Benoit	1927-1993	
025292234	R 1855 025292234	Pablo, Pablo! / Pablo Lubadika Porthos		lin	Enth.: Ngai locataire. Na mituni. Motema ebouge. Osuki wapi	1 Schallpl. ; 33 UpM, stereo ; 30 cm	R 1855	ORB 008			1985	London	Globe Style Records {[u.a.]	Musik, Kongo, Soukous, Populäre Musik	2004/347			Interpr.: Pablo Lubadika Porthos	http://d-nb.info/gnd/1053482531	Pablo, Musiker	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Inongo Kongo (Demokratische Republik) Lubadika Porthos, Pablo Lubadika, Pablo Musiker Männlich Pablo Pablo de Zaiko Paolo, Don Porthos, Pablo Lubadika Religion "},"conceptURI":"http://d-nb.info/gnd/1053482531","_standard":{"text":"Pablo, Musiker"},"conceptName":"Pablo, Musiker"}	Veröffentlichung (musikalisches Werk)	Interpretation (durch)	Pablo <Musiker>	1952-	
035025034	CD 47 035025034	Zai͏̈re: entre les lacs et la forêt : la musique des Nande / enregistrement (1986, 1988) et texte de présentation: Serena Facci, [Verschiedene, teilweise im Booklet genannte Interpret*innen]		und	Enth.: Instruments solistes  - Arc musical ekibulenge. Flûte endeku. Vièle akaghovoghovo. Harpe enanga. Flûte enyamulere (a-b-c). Lamellophone akasayi. Lamellophone erikembe. Guitare - Musique des femmes  - Chant de mariage. Deux berceuses. Deux danses pour une naissance (a-b) - Musiques d'ensembles  - Endara. Erirenga. Omunde. Erighomba	1 CD (66:09) ; ADD ; 12 cm ; 1 Booklet	CD 47	VDE-652	7619918065228		1991	Lausanne	Disque VDE-Gallo	Musik, Kongo, Traditionelle Musik	1993/1207				http://d-nb.info/gnd/			Veröffentlichung (musikalisches Werk)	Musikalisches Werk Herausgabe (durch)	Facci, Serena		
049051253	CD 1148 049051253	1953 - 1954	Zaïre classics/Roots of rumba rock	und	Enth.: Kotiya zolo te - Mam’alobi na balayo - Tembe na tembe - Noko akomi mobali - Tika lofundu - Menagere - Ah, ngai nzambe - Odjali na mouchoir? - Belito - Margarine fina - Nyekese - Angelique - Nyokuma - Prince Baudouin - Towuti Brazza toye Kisasa - Mazole vanga sanga - Nalekaki na nzela - Kitoko na yo ekosaki ngai - Esengo ya mokili - Na mokili moko te	1 CD (60:50) ; Beih.	CD 1148	CRAW 4	5-410377-204027, 5410377204027		1991	Brussels	Crammed Discs	Musik, Kongo, Populäre Musik	66.17/0013	„This compilation makes available for the first time since their original release on the Loningisa label in the fiftieth some early classic …”			http://d-nb.info/gnd/			Veröffentlichung (musikalisches Werk)	Musikalisches Werk Herausgabe (durch)	Kenis, Vincent		
049051326	CD 2262 049051326	1954 - 1955	Zai͏̈re classics/Roots of rumba rock	und	Enth.: Esengo ya la beauté - Balobi na pimbwa - Caroline - Senene Mingi - Banani wana? - Boyoki lisolo? - Kanisa elise - Mbula ebeti, naleli - Nicodème lulu - Oka banzola - Bana bosenge - Osi dia mba nyue - Ndumba Madeleine - Liwa - Ayebi kobota - Mwanzi wa kalemba - Tuba mbote - Olingi na sala boni - Liwa ya nkoko - Bomba na motema	1 CD (61:09) ; Beih.	CD 2262	CRAW 10	5410377210028, 5410377210028		1995	Brussels	Crammed Discs	Musik, Kongo, Populäre Musik	66.20/1711.FH	„Available for the first time since their original release on the Loningisa label in the fiftieth …”			http://d-nb.info/gnd/			Veröffentlichung (musikalisches Werk)	Musikalisches Werk Herausgabe (durch)	Kenis, Vincent		
049157175	CD 1655 049157175	Toleki bango / Classic Swédé Swédé		und	Enth.: Nalanda te. Yogo. Ekokolo. Bipale ya nini. Kombe kombe. Mama Kadi	1 CD (39:29) ; Stereo, digital ; 12 cm	CD 1655	CRAW 1CD	5410377201026		1991	Brussels	Cramworld/Crammed Discs	Musik, Kongo, Populäre Musik	66.19/GeRS				http://d-nb.info/gnd/3058911-3	Classic Swédé Swédé	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3029040-5 (DE-588b)3058911-3 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe Swédé Swédé "},"conceptURI":"http://d-nb.info/gnd/3058911-3","_standard":{"text":"Classic Swédé Swédé"},"conceptName":"Classic Swédé Swédé"}	Veröffentlichung (musikalisches Werk)	Komposition (von)	Classic Swédé Swédé		http://d-nb.info/gnd/3058911-3	Classic Swédé Swédé	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3029040-5 (DE-588b)3058911-3 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe Swédé Swédé "},"conceptURI":"http://d-nb.info/gnd/3058911-3","_standard":{"text":"Classic Swédé Swédé"},"conceptName":"Classic Swédé Swédé"}	Veröffentlichung (musikalisches Werk)	Interpretation (durch)	Classic Swédé Swédé		
051811057	CD 1079 051811057	Sabsylma / Zap Mama. Musiques, textes et arrangements: Marie Daulne ...		zxx	Enth. u.a.: Furahi. Mais qu'est-ce?. India	1 CD (61:56) ; Digital audio ; 12 cm ; Beih.	CD 1079	CRAW 12, COL 4765482	5099747654824		1994	Brussels, S.l.	Crammed Discs, Columbia	Musik, Weltmusik, Populäre Musik	2015/Ge			Interpr.: Zap Mama	http://d-nb.info/gnd/134979338	Daulne, Marie	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310669332 (DE-588a)134979338 Belgien Demokratische Republik Kongo Isiro Kongo (Demokratische Republik) Musikerin Religion Weiblich Zap Mama "},"conceptURI":"http://d-nb.info/gnd/134979338","_standard":{"text":"Daulne, Marie"},"conceptName":"Daulne, Marie"}	Veröffentlichung (musikalisches Werk)	Beteiligte Person/Körperschaft	Daulne, Marie		http://d-nb.info/gnd/3027221-X	Zap Mama	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)320301389 (DE-588)1086633164 (DE-588b)10304398-6 (DE-588b)3027221-X Allgemeines, Interdisziplinäre Allgemeinwörter Belgien Daulne, Marie Musik (Allgemeines), Musikgeschichte Musikgruppe "},"conceptURI":"http://d-nb.info/gnd/3027221-X","_standard":{"text":"Zap Mama"},"conceptName":"Zap Mama"}	Veröffentlichung (musikalisches Werk)	Interpretation (durch)	Zap Mama		
071552979	CD 449 071552979	Nouvelle ecriture / Viva la Musica & Papa Wemba		und	Enth.: Saï saï. She canta. Effo perso. Manu Kapinga. Mama. Jeancy. Est-ce que. Djo. Consolation. Ba diamants	1 CD (60:54) ; Stereo, digital ; 12 cm ; 1 Booklet	CD 449	Sonodisc CDX 8828, 790333	3252411882851		1997	Paris	Sonodisc	Musik, Populäre Musik	1998/1581				http://d-nb.info/gnd/			Veröffentlichung (musikalisches Werk)	Interpretation (durch)	Wemba, Papa		http://d-nb.info/gnd/3041004-6	Viva la Musica	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3041004-6 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Frankreich Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. Viva la Musica Orchestre Viva la Musica "},"conceptURI":"http://d-nb.info/gnd/3041004-6","_standard":{"text":"Viva la Musica"},"conceptName":"Viva la Musica"}	Veröffentlichung (musikalisches Werk)	Beteiligte Person/Körperschaft	Viva la Musica		
09343961X	CD 2230 09343961X	Africa worldwide : 35th anniversary album / Tabu Ley Seigneur Rochereau et l'Orchestre Afrisa International		und	Enth.: Nairobi. Sala noki Pascal. Café Rica. Lisanga ya bambanda. Likala ya moto. Africa mokili mobimba. Kimakango to libala. Christina. Marie Clara. Mokitani ya wendo. Ruffine. Ah! Congo	1 CD (43:12) ; 12 cm ; Booklet	CD 2230	Rounder 5039, Rounder Records CD 5039	011661503922		1996	Cambridge, Ma.	Rounder Records	Musik, Kongo, Populäre Musik	66.19/0035	All songs by Tabu Ley Rochereau except Africa mokili mobimba (Déchaud, copyright control)		Interpr.: Afrisa International Orchestra	http://d-nb.info/gnd/134782542	Ley, Tabu	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310472547 (DE-588a)129065609 (DE-588a)134782542 (DE-588c)7659722-2 Allgemeines, Interdisziplinäre Allgemeinwörter Komponist Kongo (Demokratische Republik) Ley LeRochereau, Tabu Ley Rocherau, Tabu Ley Rochereau, Tabu Musiker Pascal, Tabu Personen zu Musik Rochereau Rochereau, ... Rochereau, Ley Rochereau, Tabu L. Rochereau, Tabu Ley Rochereau, Tabuley Seigneur Rocherau Seigneur Rochereau Tabu Ley Tabu, Ley Unbekannt "},"conceptURI":"http://d-nb.info/gnd/134782542","_standard":{"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	Veröffentlichung (musikalisches Werk)	Komposition (von)	Ley, Tabu	1940-2013	http://d-nb.info/gnd/134782542	Ley, Tabu	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310472547 (DE-588a)129065609 (DE-588a)134782542 (DE-588c)7659722-2 Allgemeines, Interdisziplinäre Allgemeinwörter Komponist Kongo (Demokratische Republik) Ley LeRochereau, Tabu Ley Rocherau, Tabu Ley Rochereau, Tabu Musiker Pascal, Tabu Personen zu Musik Rochereau Rochereau, ... Rochereau, Ley Rochereau, Tabu L. Rochereau, Tabu Ley Rochereau, Tabuley Seigneur Rocherau Seigneur Rochereau Tabu Ley Tabu, Ley Unbekannt "},"conceptURI":"http://d-nb.info/gnd/134782542","_standard":{"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	Veröffentlichung (musikalisches Werk)	Interpretation (durch)	Ley, Tabu	1940-2013	http://d-nb.info/gnd/3028408-9	Afrisa International Orchestra	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3028408-9 Afrisa International Afrisa International de l´an 2000 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. Afrisa Orchestre Afrisa International Orchestre L'International Afrisa "},"conceptURI":"http://d-nb.info/gnd/3028408-9","_standard":{"text":"Afrisa International Orchestra"},"conceptName":"Afrisa International Orchestra"}	Veröffentlichung (musikalisches Werk)	Interpretation (durch)	Afrisa International Orchestra		
102227535	Af 7 1071 102227535	Lumumba Patrice : les cinquante derniers jours de sa vie / par G. Heinz et H. Donnay		fre		195 Seiten ; Illustrationen ; 2 Schallfolien (33 Upm ; 18 cm)	Af 7 1071				1966	Bruxelles	C. R. I. S. P.	Geschichte, Politik, Unabhängigkeit, DR Kongo, Zaire, Tondokument	2000/830	Schallfolien-Beil. u.d.T.: Patrice Lumumba parle			http://d-nb.info/gnd/			Veröffentlichung (musikalisches Werk)	Beteiligte Person/Körperschaft	Heinz, G.		http://d-nb.info/gnd/			Veröffentlichung (musikalisches Werk)	Beteiligte Person/Körperschaft	Donnay, H.		http://d-nb.info/gnd/118575295	Lumumba, Patrice É.	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588a)118575295 (DE-588c)4036629-7 Elisabethville Gründer Isaïe Tasumbu Tawosa Katalogisierungslevel 1 Kongo (Demokratische Republik) Lumumba, Patrice Lumumba, Patrice Émery Männlich Okit'Asombo, Élias Okitasombo, Alois Personen der Geschichte (Politiker und historische Persönlichkeiten) Politiker "},"conceptURI":"http://d-nb.info/gnd/118575295","_standard":{"text":"Lumumba, Patrice É."},"conceptName":"Lumumba, Patrice É."}	Veröffentlichung (musikalisches Werk)	Beteiligte Person/Körperschaft	Lumumba, Patrice É.	1925-1961	
