PPN	Signatur	Product	DateCreated	Artist	
320979822	R 676	Mabala commission / Emeneya et Victoria Eleison - Eds. Veve Internat.	1985	Emeneya / Victoria Eleison	
320979903	R 677	Surmenage / Emeneya et Victoria Eleison - Eds. Veve Internat.	1985	Emeneya / Victoria Eleison	
321008014	R 678	Mindondo/15 / Grand Zaïko Wawa - MTP	1985	Grand Zaiko Wawa	
321008405	R 679	Fleur du lac / Monza 1er et Les Stars Magnats - Eds. Veve Internat.	1988	Monza 1er / Stars Magnats	
321008839	R 680	Beau gosse ya Paris / Papa Wemba et son Viva la Musica - Eds. Veve Internat.	1988	Papa Wemba / Viva la Musica	
321009363	R 681	La belle de Bangui / Evoloko Jocker. Orch. Langa-Langa Stars - Eds. Veve Internat.	1988	Evoloko Jocker / Langa Langa Stars	
321017420	R 682	Kajinga / Tiers Monde Cooperation - Eds. Veve Internat.	1988	Tiers Monde Coopération	
321018087	R 683	Manhattan / Emeneya et le Victoria Eleison - Eds. Veve Internat.	1988	Emeneya / Victoria Eleison	
32101877X	R 684	Likombe / Langa Langa Stars - Eds. Veve Internat. (EVVI Zaire)	1990	Langa Langa Stars	
321021150	R 685	Vol. 2 / L'orchestre Minzoto Wella-Wella - Eds. Veve Internat.	1990	Minzoto Wella-Wella	
321108361	R 686	Okosi ngai mfumu / Emeneya et l'orchestre Victoria - Eds. Veve Internat. (EVVI Zaire)	1990	Emeneya / Victoria Eleison	
32110949X	R 687	Zeke ya pamba / Manuaku Waku et le Grand Zai͏̈ko Wawa - Eds. Veve Internat. (EVVI Zaire)	1990	Waku, Manuaku / Grand Zaiko Wawa	
321111397	R 688	Santamaria / Grand Zaiko Wawa - Rythmes et Musique (REM)	1988	Grand Zaiko Wawa	
321113829	R 689	Mwasi ya solo / Grand Zai͏̈ko Wawa - Rythmes et Musique (REM)	1988	Grand Zaiko Wawa	
32111521X	R 690	Ba pensées / Grand Zaiko "Bayaka" - Kuo Line Production (GME Prod.)	1988	Grand Zaiko Wawa	
321115899	R 691	Expérience 9 / Grand Zaïko - Syllart Records	1990	Grand Zaiko Wawa	
321117042	R 692	Jalousie abat / Grand-Zaiko - Eds. Kaluila (Gefraco)	1985	Essie, Tonton / Grand Zaiko Wawa	
321120701	R 693	Menace de divorce / Grand Zai͏̈ko "Bayaka" - Trelice Records (Gefraco)	1988	Grand Zaiko Wawa	
321180976	R 694	Sans frontières / Bozi Boziana et L'Anti Choc - Eds. Veve Internat. ; Paris : Mayala	1990	Boziana, Bozi / Anti Choc	
321181921	R 695	Mokomboso / Abeti Masikini - Ed. Eddy'son	1988	Abeti	
321183304	R 696	Nelly - Kally Mayassa / L'Orchestre Shakara Gagna-Gagna - Le Palmier Prod.	1988	Gypson, Jeanpy Wable / Orchestre Shakara Gagna-Gagna	
321184149	R 697	Defao dans "Santa" / L'orchestre Choc Stars. La participation de Koffi Olomide - Afro Rythmes	1988	Defao / Olomidé, Koffi / Choc Stars	
321213629	R 698	Meditation - Mobali ndenge / Chlozel Salomon - Afro-Rythmes	1988	Salomon, Chlozel	
321214609	R 699	La retrouvaille historique de Papa Wemba et Mavuela / Papa Wemba ; Mavuela Somo - Afro-Rythmes	1988	Papa Wemba / Mavuela	
321216458	R 700	Viva la Musica, 8e anniversaire / Ekumany Papa Wemba le Kuru de Kuru avec Koffi Olomide - Gilette d'Or ; Paris : SONOG	1985	Papa Wemba / Olomidé, Koffi / Viva la Musica	
321299728	R 701	La guerre des stars : likambo ya motapasi / Pour une première fois réunis sur une même scène: Papa Wemba ; Lita Bembo ; Bozy Boziana ; D'Jenga-K Esperant - Prod. Tchika (Safari-Music)	1988	Papa Wemba / Bembo, Lita / Boziana, Bozi / Kisangani, Ndjeinga Espérant	
321300181	R 702	Rendre à César / Papa Wemba "le jeune premier" et l'orchestre Viva la Musica - Time Internat. Production	1988	Papa Wemba / Viva la Musica	
321300912	R 703	Firenze / Papa Wemba "Kuru Yaka" et Strervos Niarcos - Rythmes et Musique	1988	Papa Wemba / Niarcos, Stervos	
321301137	R 704	Alanga ndo / Papa Wemba. Viva la Musica - Rythmes et Musique	1986	Papa Wemba / Viva la Musica	
321302397	R 705	Le Grand Maître présente Papa Wemba Le Kuru Yaka ... : bakosi liwa ya Papa Wemba eee! / Papa Wemba et Les Djamuskets de Paris - Le Passeport	1988	Papa Wemba / Franco <Musiker> / Djamuskets de Paris	
321315987	R 706	Le jour J : nouvelle génération à Paris / Papa Wemba ; Modogo Gian Franco Ferré et l'orchestre Viva la Musica - Disques Espérance (Sonodisc)	1988	Papa Wemba / Ferré, Modogo Gianfranco / Viva la Musica	
321316738	R 707	Papa Wemba au Japon / Papa Wemba - Disques Espérance	1988	Papa Wemba	
321317459	R 708	Evolution ... et Félisance / Papa Wemba ; Rive Kono ; Pacha et Viva la Musica "New Look" - Castello Tuyindula	1988	Papa Wemba / Kono, Rive / Miliki, Pacha	
321318218	R 709	Ba mbila / Abeba Lipordo et Viva la Musica d'Eku Many-Bokul - Eds. Kaluila (GEFRACO)	1988		
321321154	R 710	Mokili ngele : un pas qui va, un pas qui revient / Viva la Musica sous la direction de Papa Wemba - Dario Kindongo Production	1988	Papa Wemba / Viva la Musica	
321321901	R 711	Biloko ya moto / Viva la Musica de Papa Wemba - J.P. Tshamala "Moonwalker"	1988	Papa Wemba / Viva la Musica	
321330587	R 712	Mabibi / Shimita et le Grand Zaiko - African (Sonodisc)	1986	Shimita / Grand Zaiko Wawa	
321330919	R 713	Krishna / Grand Zaiko - Syllart Records	1987	Grand Zaiko Wawa	
321362373	R 714	A Paris : coup-double / Yenga-Yenga Junior. Orchestre Grand Zaiko - Production J.R.	1989	Yenga-Yenga, Junior / Grand Zaiko Wawa	
32136287X	R 715	Epaka ekomi na 2e période : tokomi na tours ya vélo / Ngantshie Stervos Niarcos. Acc. d'Evoloko Jocker - Americano Prod.	1989	Niarcos, Stervos / Evoloko Jocker	
321363922	R 716	Dernier coup de sifflet / N'ganshie Stervos Niarcos. Acc. de Papa Wemba et Bozi - Americano Productions	1988	Niarcos, Stervos / Papa Wemba / Boziana, Bozi	
321365305	R 717	Nono / Choc Stars - Rythmes et Musique	1988	Choc Stars	
321383923	R 718	Ma bijoux / Papa Wemba et Viva la Musica - Rythmes et Musique	1988	Papa Wemba / Viva la Musica	
321384628	R 720	Bonzenga ya Bateke / Choc Stars - Okombi Prod. ; Paris : Rythmes et Musique	1985	Choc Stars	
321385047	R 721	Mbuma Elengi / Choc Stars - Rythmes et Musique	1985	Choc Stars	
321386078	R 722	Doudou / Lita Bembo Libeki & Stukas ba kolo kuanga - Rythmes et Musique	1988	Bembo, Lita / Stukas	
321403878	R 723	Bouquet de fleurs / Langa Langa Stars - Eds. Veve Internat. ; Paris : Rythmes et Musique	1988	Langa Langa Stars	
321404297	R 724	Soleil / Langa Langa Stars - Eds. Veve Internat. ; Paris : Rythmes et Musique	1988	Langa Langa Stars	
321404831	R 725	Eliyo / Langa Langa Stars - Eds. Veve Internat. ; Paris : Rythmes et Musique	1988	Langa Langa Stars	
321409361	R 726	Sango mabala commission / Victoria Eleison - Eds. Veve Internat., Rythmes et Musique (Distr.)	1988	Victoria Eleison	
321409817	R 727	Explosion / Victoria Eleison - Rythmes et Musique	1988	Victoria Eleison	
32155650X	R 728	Bwana : akufa lobi akomi moto / Les Choc Stars - Rythmes et Musique	1988	Choc Stars	
32155678X	R 729	Nasambue / Shama Shama - Rythmes et Musique	1988	Orchestre Shama-Shama	
321557360	R 730	Faux Parisien / Historia - Rythmes et Musique	1988	Orchestre Historia Musica	
321557891	R 731	Mariana / Grand Minzoto Wéla Wéla - Rythmes et Musique	1988	Minzoto Wella-Wella	
321558626	R 732	Dindo Yogo chante Piscos / Dindo Yogo - Rythmes et Musique	1988	Piscos, Esake / Yogo, Dindo	
321558960	R 733	Oko Ndizo Mbongwana Emonani / Choc Stars - Rythmes et Musique	1988	Choc Stars	
321560841	R 735	Basongueur / M'Pongo Love - Safari Ambiance (Safari Sound)	1988	Love, M'Pongo	
321562194	R 736	Pamelo Mounk'a propulse Diany Bakela / Diany Bakela ; Pamelo Mounk'a - Africa New Sound	1985	Bakela, Diany / Mounk'a, Pamelo	
321575156	R 738	Mokili compliqué / M'Pongo Love - Rythmes et Musique	1988	Love, M'Pongo	
321623916	R 739	Ah mony / M'Pongo Love - Dragon Phenix (Safari Ambiance)	1988	Love, M'Pongo	
321624394	R 3212	Munanga / Tshala Muana - Syllart Prod.	1988	Muana, Tshala	
321634039	R 742	Tshibola / Tshala Muana. Choc Stars du Zaire. Ben Nyamabo - Espera	1989	Muana, Tshala / Nyamabo, Ben / Choc Stars	
321640551	R 743	Bola Bola / Jolie Detta - Jolie-Detta	1988	Detta, Jolie	
321640691	R 744	C'est trop tard / Jolie Detta - Bade Stars Music	1988	Detta, Jolie	
321648625	R 745	Pare-Chocs / Vonga Aye - Eds. Veve Internat.	1988	Vonga Aye	
321696662	R 749	Likayabo / Abeti Masikini - Pathé Marconi (EMI)	1975	Abeti	
321697014	R 750	I love you : le disc d'or d'Abeti / Abeti. Orchestre: Les Redoutables - Africa New Sound	1985	Abeti / Redoutables	
321697634	R 751	Keba na mifiti / Abeti Masikini. Orchestre: Les Redoutables - Zika Production, Bade Stars Music (Distr.)	1988	Abeti / Redoutables	
321781511	R 752	Visages / Abeti - BBZ Prod. (RCA)	1977	Abeti	
321781872	R 753	Abeti à Paris / Masikini Abeti - Pathé Marconi (EMI)	1976	Abeti	
321782224	R 754	10e anniversaire / Abeti Masikini - Dragon Phenix (Safari Ambiance)	1985	Abeti	
321784715	R 755	Bayina / Meady et l'orchestre Zaina Choc du Zaire - Ledoux Records	1988	Meady / Zaina Choc du Zaire	
321786521	R 756	Mbonguela mwana / Antoine Pepyto ; Mangungu Cley et l'Orchestre Spiritus - Ledoux Records	1980	Pepyto, Antoine / Mangungu, Cley / Orchestre Spiritus	
321787420	R 757	Antoine / Ange Linaud et l'orchestre Tembo du Congo Brazzaville - Ledoux Records	1980	Linaud, Ange / Orchestre Tembo du Congo Brazzaville	
321838491	R 758	Santu Santana / Antoine Pepyto ; Mangungu Cley - Ledoux Records	1981	Pepyto, Antoine / Mangungu, Cley	
321838858	R 759	Petit modèle / Ange Linaud - Afro-Rythmes	1985	Linaud, Ange	
321839145	R 760	Jaminata / Choc Stars - Rythmes et Musique	1988	Choc Stars	
321839277	R 761	Amour infini Bakutu / Choc Stars - Rythmes et Musique	1988	Choc Stars	
321849701	R 762	Zaiko Wawawa / Pela Simba - Ledoux Records	1981	Pelasimba, Jacques	
321850777	R 763	Elle ignore tout de moi / Jean Raph Loumbet - Africana New Records (ANR)	1984	Loumbet, Jean Raph	
32191953X	R 769	Africa Walla / Nzongo'Soul - APIA	1984	Nzongo'Soul	
32231710X	R 770	Assetou oun Diarabi / Pamelo Mounk'a - Apia	1984	Mounk'a, Pamelo	
322318750	R 773	La carte qui gagne / Evoloko Jocker de Langa Langa Stars - IZADIF	1988	Evoloko Jocker	
322339685	R 782	Yaka - Muziek / Gérard Ciparisse - Koninklijk Museum voor Midden-Afrika ; [Brussel] Belgische Radio en Televisie	1972	Ciparisse, Gérard / Rouwez, Jacques	
322357144	R 784	Lunda - Muziek / Jos Gansemans - Koninklijk Museum voor Midden-Afrika ; [Brussel] Belgische Radio en Televisie	1974	Gansemans, Jos	
322358671	R 783	Tshokwe - Zaire / Barbara Schmidt-Wrenger - Koninklijk Museum voor Midden-Afrika	1975	Schmidt-Wrenger, Barbara	
322420814	R 778	1 x 2=mabé / Le Prince Youlou Mabiala - APIA	1984	Mabiala, Youlou	
322422515	R 780	Avec Ya Tamba - African (Sonodisc)	1977	Ya Tamba	
322654114	R 791	Kizowa Jolino chante à bas la violence / Kiezowa Jolino assisté de Carlito & Nyboma - A.C.D.C.	1990	Jolino / Carlito / Nyboma	
322742803	R 800	Banatha / Tadi-Zézé - Safari Ambiance	1988	Tadi-Zézé <Musiker>	
32277876X	R 802	Cessez le feu / Tout Choc Anti-Choc Zaiko Langa-Langa "Familia Dei" présente le Duc Legi-Lenga Man - Les Eds. Sans Frontières (Ed. Bisel)	1988	Lengi-Lenga / Zaïko Langa Langa	
322780098	R 803	Chandra / Le Commandant de Bord Josky Kiambukuta du Tout Puissant O.K. Jazz - Eds. Sans Frontières (Ed. Bisel), Musicanova Disques	1988	Josky	
322782473	R 804	Molangi ya malasi / Wenge-Musica Aile Paris - Flash Diffusion Business	1991	Wenge-Musica Aile Paris	
322784417	R 805	Les surdoués du clan Langa-Langa / Gina-wa-Gina ; Papa Wemba ; Evoloko Lay-Lay ; Mavuela Somo - 	1988	Gina-wa-Gina / Papa Wemba / Evoloko Jocker / Mavuela	
322815487	R 811	Danse "Oko-Oké" : chassez les mouches / Ngoss Brothers - N'Goss Production Internat.	1988	N'Goss, Chéri / Ngoss Brothers	
323011039	R 834	La vie est belle / Papa Wemba, Tshala Muana, Klody. Zaiko Langa Langa - Stern's Africa ; New York : Stern's Music U.S.	1989	Papa Wemba / Papa Wemba / Muana, Tshala / Ndongala, Klody / Zaïko Langa Langa	
323163866	R 847	Full steam ahead! / Le commandant Tchico and the international orchestra of the Congo The Officers of African Music - Ouatt Afro Rythmes (Globe Style)	1985	Tchicaya, Tchico / Les Officiers of African Music	
340881623	R 877	Le mignon à croquer : l'amerlook / Olomide Adely - Malou Molombo Prod.	1990	Olomide, Adely	
340882433	R 878	L'immortel Luambo Makiadi Franco / canté par Dieudos - Espera	1990	Dieudos	
340886951	R 979	Ismae͏̈l, le cavalier de la nuit / Ismae͏̈l - Leganase-Regency Prod.	1990	Ismaël	
340888776	R 880	Les grands succès des Editions Vévé, vol. 1 / Orch. Kamale ; Orch. Lipua-Lipua ; Orch. Engunduka - Sonodisc (sonafric)	1976	Orchestre Les Kamale / Orchestre Lipua-Lipua / Orchestre Engunduka	
34089007X	R 881	Les grands succès des Editions Vévé, vol. 2 / Orch. Kamale ; Orch. Lipua-Lipua ; Orch. Kiam ; Orch. Vévé Star - Sonodisc (sonafric)	1976	Orchestre Les Kamale / Orchestre Lipua-Lipua / Orchestre Kiam / Orchestre Veve	
341070416	R 882	Les grands succès des Editions Vévé, vol. 3 / Orchestre Vévé - Sonodisc (sonafric)	1978	Orchestre Veve	
341071390	R 883	Les grands succès des Editions Vévé, vol. 5 / Orchestre Kamale ; Orchestre African Team - Sonodisc (sonafric)	1978	Orchestre Les Kamale / African Team de Paris	
341072028	R 884	Les grands succès des Editions Vévé, vol. 6 / Orchestre Zaiko - Sonodisc (sonafric)	1978	Zaïko Langa Langa	
341072249	R 885	Les grands succès des Editions Vévé, vol. 8 / Orchestre Kiam - Sonodisc (sonafric)	1978	Orchestre Kiam	
341072672	R 886	Les grands succès des Editions Vévé, vol. 9 / Orchestre Kamale ; Orchestre Vévé - Sonodisc (sonafric)	1978	Orchestre Les Kamale / Orchestre Veve	
341156809	R 890	Orchestre Negro-Succes Vol. 1 & 2 / Orchestre Négro-Succès - Pathé Marconi (EMI)	1977	Orchestre Negro Succes	
341158607	R 892	Sisika / Syran Mbenza - Syllart Prod. ; Paris : Mélodie	1985	Mbenza, Syran	
342573497	R 893	Son dernier enregistrement / Teddy Sukami de Zaiko Langa Langa - M.K. Africa Prod. (SONOG Distr.)	1986	Mbala, Makusu / Sukami, Teddy	
342575287	R 896	En amour y a pas de calcul : innovation de la musique zairoise avec "L'Afrisa / Seigneur Ley Rochereau - Genidia (Sonodisc)	1982	Ley, Tabu / Afrisa International Orchestra	
342576178	R 897	Vol. 4 / Franco et O.K. Jazz ... - Pathé Marconi/EMI	1977	Franco <Musiker> / Franco <Musiker> / Tout-Puissant OK Jazz	
342613421	R 901	Soukous moi chérie / Dely Mputu - M.T. Prod.	1985	Elima	
342614827	R 904	J'aime ça / Bibi Dens & Les Marymbas - Celluloid	1985	Tshibayi, Bibi Den's / Les Marymbas	
342871617	R 905	Vol. 1: Pont sur le Zaire / Essous, Franco,... Orch. Bantous, Orch. Cercul, O.K. Jazz - Pathé Marconi/EMI	1976	Essous, Jean Serge / Franco <Musiker> / Les Bantous de la Capitale / Orchestre Cercul Jazz / Tout-Puissant OK Jazz	
342884506	R 906	Fiona - Fiona / Mayaula Mayoni - Alia Music	1985	Mayaula Mayoni / Lugendo, Malage de / Carlito	
342904906	R 907	Seben à gogo / Mai͏̈ka - Radio Rivage	1983	Munan, Maika	
342938401	R 909	Maika Munan présente Saint-Cro / Maika Munan - Eds. Espérance, Sonodisc (Distr.)	1988	Munan, Maika	
342939300	R 910	La vie continue / Souzy Kasseya - safari sound	1985	Kasseya, Souzy / Kasseya, Souzy	
342940619	R 911	Soukous system : (vol. 1) / Géo Bilongo accompagné par le groupe Malinga System - Afro-Rythmes A.F.R.	1987	Bilongo, Géo / Malinga System	
342967479	R 912	Doublé doublé / Nyboma - Celluloid	1982	Nyboma	
342970100	R 914	Megamix / Sam Mangwana - Syllart Records	1990	Mangwana, Sam / Kahamba, Shaba / Mangwana, Sam	
342971891	R 915	Vita / Docteur Nico. Orchestre African Fiesta - African	1969	Nico <Docteur> / African Fiesta	
342972634	R 916	Verckys / Orchestre Veve ; Orchestre Les Grands Maquisards - African	1969	Verckys / Orchestre Veve / Orchestre Les Grands Maquisards	
342974084	R 917	Kinshasa - Washington D.C. - Paris / Ray Lema - Celluloid	1983	Lema, Ray	
342982990	R 918	Soki-Vangu / Soki Ka. Orchestre Bella-Bella - I.A.D./RP Congo	1984	Soki Vangu	
342984411	R 919	Le prophète Ndjeinga-Ka Ye-Mei : "Espérant" dans Super Linkoyi / Kisangani Ndjeinga - N.M. Prod. (Ed-Prod. Ye-Mei)	1985	Kisangani, Ndjeinga Espérant	
342988239	R 920	Bineta Bis / Djonolo et Choc Musica - Syllart Prod.	1987	Djonolo, Givé / Choc Musica	
343033887	R 922	Prix Nobel de la Paix 85 / Djangi Dindo Yogo - Shouki Prod.	1985	Yogo, Dindo	
343070766	R 923	Fariala / Franck Lassan - Kina-Rama Selection, Sonodisc (Distr.)	1980	Lassan, Franck	
343113937	R 924	Idie / Pablo Lubadika Porthos - Tam'Afric	1982	Pablo <Musiker>	
343114526	R 925	Soukouzouk : 2ème épisode / Damien Aziwa - GEFRACO	1985	Aziwa, Damien	
343120704	R 926	Mokili / Magzel - (Sonodisc)	1986	Mbala, Makusu	
343139251	R 927	Ray Lema présente / Bwana Zoulou Gang - Mad Minute Music ; Studio Davout	1987	Lema, Ray / Bwana Zoulou Gang	
343148684	R 928	Carnaval Choc Stars / Choc Stars - Les Editions Kaluila	1985	Choc Stars	
343155478	R 929	Avec ... Sakumuna. Orchestres Kiam ; Kamavasty ; Veve ; Kamale ; Lipua-Lipua - African (Sonodisc)	1977	Orchestre Kiam / Orchestre Kamavasty / Orchestre Veve / Orchestre Les Kamale / Orchestre Lipua-Lipua	
343157098	R 930	Vol. 3 / Orchestres: Franco & l'O.K. Jazz ; Kongo Vox ; Verckys & son ensemble ; Cercul Jazz ; Congolia - Sonafric (Sonodisc)	1977	Tout-Puissant OK Jazz / Orchestre Kongo Vox / Verckys et son Ensemble / Orchestre Cercul Jazz / Orchestre Congolia	
343158051	R 931	Nzenze / M'Pongo Love - Fiesta	1979	Love, M'Pongo	
343160315	R 932	Le Likembé Géant / Dir. Nkouka André - Sonafric (Sonodisc)	1977	N'Kouka, André / Groupe "Likembé Géant"	
34319743X	R 933	Tcheko / Les Bantous de la Capitale - Sonafric (Sonodisc)	1976	Les Bantous de la Capitale	
343200112	R 934	Bandoki na boyi / Les Bantous de la Capitale - Sonafric (Sonodisc)	1976	Les Bantous de la Capitale	
34321184X	R 935	Jo. Sen / Les Bantous de la Capitale - Rythme de Oro	1975	Les Bantous de la Capitale	
343217562	R 936	Ami éh! Bougez! / Diblo Dibala - Kadance	1985	Dibala, Diblo	
343224828	R 937	Vol. 2 / Orchestre OK Jazz - Pathé Marconi/EMI	1977	Tout-Puissant OK Jazz	
343517337	R 938	Otis wafua / Quatre Black Brothers - Sonafric (Sonodisc)	1978	Quatre Black Brothers	
343518333	R 940	Ancient combattant / Zao - Black Music (Mélodie Distr.)	1984	Zao	
34351995X	R 3201	Conga Congo : Kimbwa / Julien Babinga ba Nkounkou - J. Babinga-Ba-Nkounkou (Apia Distr.)	1980	Babinga ba Nkounkou, Julien	
343521415	R 942	Africa Walla / Nzongo'Soul - IAD	1984	Nzongo'Soul	
343522454	R 943	Walla purification / Nzongo Soul and the Walla Players - Walla Sound	1980	Nzongo'Soul / Walla Players	
343529084	R 944	Douman guele / Orchestre Moudou Mango - Sonafric (Sonodisc)	1976	Orchestre Moudou Mango	
343532905	R 945	Naboko samba / Continental Research Orchestra - Disques Dreyfus	1986	Continental Research Orchestra	
343541122	R 946	Amour amor / Lozey Kumalo - Espace Tropical (Eds. KKP Makassi)	1986	Kumalo, Lozey	
343542994	R 947	La fête au village : traditional African music / Lucky Zebila et sa troupe - Sonafric (Sonodisc)	1976	Zebila, Lucky	
343544873	R 948	Tout bouge / Pierre Moutouari - Les Etablissements P.M. ; Paris : Distr. Kadance	1980	Moutouari, Pierre	
343579634	R 949	Soukouzouk / Damien - Sacodisc Internat.	1982	Aziwa, Damien	
343582090	R 950	Koukou-Mama / Mack Anto - Greny (Safari Ambiance)	1984	Anto, Mack	
343585049	R 951	Mon ami et ma femme / Moutouari Michel - ACP Music	1985	Moutouari, Michel	
343587149	R 952	Mbolo / Michaelle, Michel, Pierre Moutouari - Black Music (Mélodie Distr.)	1985	Moutouari, Michaelle / Moutouari, Michel / Moutouari, Pierre	
343590654	R 953	Chanti dié / Mac Cacharel - Lassissi (Sacodisc Distr.)	1985	Cacharel, Mav	
343681595	R 954	Mama Cathie / Fefe David Diambouana - Disques Sonics	1985	Diambouana, David	
343682915	R 955	Ainsi va la vie / Fernand Mabala - Eds. Maxim Foutou	1980	Mabala, Fernand	
343684667	R 956	Nicoletta fille des Antilles / Aurlus Mabélé - Afro Rythmes	1980	Mabélé, Aurlus	
343685841	R 957	Nzoto ya Vicky / Lilo Flood avec l'Orchestre "Nous-Mêmes" - Prod. Kingoma (Distr. Safari Ambiance)	1985	Flood, Lilo / Orchestre "Nous-Mêmes"	
343686600	R 958	L'Afrique du Sud doit être libre! / Mangungu Cley - Congo Music (Gefraco)	1980	Mangungu, Cley	
343745526	R 959	Coup de Grisou / Zig - Zong - A.P.L.	1982	Zig - Zong	
