PPN	Signatur_PPN	Pk dB Range	Objekttitel	Objektbeschreibung	Umfang	Weitere Nummer (Signatur)	Weitere Nummer (Verlagsnr.)	Datum	Ort	Label	Schlagwörter	Teilsammlung (AMA)	Weitere Informationen	GND-ID (1.)	Kategorie (1.)	Rolle (1.)	Name (1.)	Bemerkung (1.)	GND-ID (2.)	Kategorie (2.)	Rolle (2.)	Name (2.)	Bemerkung (2.)	GND-ID (3.)	Kategorie (3.)	Rolle (3.)	Name (3.)	Bemerkung (3.)	GND-ID (4.)	Kategorie (4.)	Rolle (4.)	Name (4.)	Bemerkung (4.)	GND-ID (5.)	Kategorie (5.)	Rolle (5.)	Name (5.)	Bemerkung (5.)	GND-ID (6.)	Kategorie (6.)	Rolle (6.)	Name (6.)	Bemerkung (6.)	GND-ID (7.)	Kategorie (7.)	Rolle (7.)	Name (7.)	Bemerkung (7.)	etc.	
224011294	RS 1329 224011294	2 / 2	Asala malekoun : danse Matracfort / Dr. Nico et l'African Fiesta Sukisa	Enth. außerdem: Mbanda Peugeot	1 Schallpl. ; 45 UpM ; 17 cm	RS 1329	90.420 B	1970	[S.l.]	African	12.3 Musik, 12.3 Kongo, 12.3 Lingala, 12.3 Danse Matracfort, 12.3 Rumba			135147484	028E		Nico <Docteur>	1939-1985	3058909-5	029A		African Fiesta		
224528580	RS 1330 224528580	2 / 2	Obesisi ngai lokumu / Dr. Nico et l'African Fiesta Sukisa	Enth. außerdem: Caminito	1 Schallpl. ; 45 UpM ; 17 cm	RS 1330	90.424 B	1970	[S.l.]	African	12.3 Musik, 12.3 Kongo, 12.3 Lingala, 12.3 Rumba, 12.3 Charanga			135147484	028A		Nico <Docteur>	1939-1985	3058909-5	029E		African Fiesta		
224529129	RS 1331 224529129	2 / -9.72	Bolingo ezali mpo na kisite / Orchestre African Fiesta Sukisa	Enth. außerdem: Nkayani	1 Schallpl. ; 45 UpM ; 17 cm	RS 1331	90.405 B	1970	[S.l.]	African	12.3 Musik, 12.3 Kongo, 12.3 Lingala, 12.3 Kiri-Kiri, 12.3 Rumba			1036118002	028C		Josky	1949-2021	135147484	028C/01		Nico <Docteur>	1939-1985	3058909-5	029A		African Fiesta		
22452948X	RS 1332 22452948X	2 / 2	Fanta Diara / Dr. Nico et l'African Fiesta Sukisa	Enth. außerdem: Naluki motungisi	1 Schallpl. ; 45 UpM ; 17 cm	RS 1332	90.477 B	1970	[S.l.]	African	12.3 Musik, 12.3 Kongo, 12.3 Lingala, 12.3 Rumba, 12.3 Merengue			135147484	028A		Nico <Docteur>	1939-1985	3058909-5	029E		African Fiesta		
224529986	RS 1333 224529986	2 / 2	Linga mobali alin gi yo / Orchestre African Fiesta Sukisa	Enth. außerdem: A la savana	1 Schallpl. ; 45 UpM ; 17 cm	RS 1333	90.606 B	1972	[S.l.]	African	12.3 Musik, 12.3 Kongo, 12.3 Lingala, 12.3 Rumba, 12.3 Pachanga		Titel A-Seite (eigentl.): Linga mobali alingi yo	135147484	028C		Nico <Docteur>	1939-1985	3058909-5	029A		African Fiesta		
224538519	RS 1334 224538519	2 / -7.22	Mansanga / Dr. Kasanda Nico et Orchestre African Fiesta	Enth. außerdem:	1 Schallpl. ; 45 UpM ; 17 cm	RS 1334	90.625 B	1972	[S.l.]	African	12.3 Musik, 12.3 Kongo, 12.3 Lingala, 12.3 Rumba, 12.3 Cha cha cha			135147484	028A		Nico <Docteur>	1939-1985	3058909-5	029E		African Fiesta		
224539043	RS 1335 224539043	2 / 2	Extrait show Kasanda-Nico / Nico. Orchestre African Fiesta Sukisa	Enth.: Excitation - Makwandungu - Ngombele. Bolala - Ayando	1 Schallpl. ; 45 UpM ; 17 cm	RS 1335	90.639 B	1972	[S.l.]	African	12.3 Musik, 12.3 Kongo, 12.3 Lingala			135147484	028C		Nico <Docteur>	1939-1985	3058909-5	029A		African Fiesta		
22453940X	RS 1336 22453940X	2 / 2	Dr. Nico et tour d'Afrique / Nico. Orchestre Fiesta National	Enth. außerdem: Yokolo	1 Schallpl. ; 45 UpM ; 17 cm	RS 1336	90.300	1968	[S.l.]	African	12.3 Musik, 12.3 Kongo, 12.3 Lingala			135147484	028A		Nico <Docteur>	1939-1985	3058909-5	029E		African Fiesta		
224539647	RS 1337 224539647	1.81k / 2.94k	Masanga / Orchestre Bella-Bella	Enth. außerdem: Nakweyi ndeke	1 Schallpl. ; 45 UpM ; 17 cm	RS 1337	90.553 B	1971	[S.l.]	African	12.3 Musik, 12.3 Kongo, 12.3 Lingala, 12.3 Jobs			1053359012	028E		Soki Vangu	1947-1990	3060565-9	029E		Orchestre Bella-Bella		
224542494	RS 1338 224542494	1.74k / 416	Nakomitunaka / Orchestre Vévé	Enth. außerdem: Veve Kamisa 2e	1 Schallpl. ; 45 UpM ; 17 cm	RS 1338	90.613 B	1972	[S.l.]	African	12.3 Musik, 12.3 Kongo, 12.3 Lingala			1034061682	028C		Verckys	1944-	10191155-5	029A		Orchestre Veve		
22454280X	RS 1339 22454280X	4.50k / 6.74k	Milly / Orchestre Bella-Bella	Enth. außerdem: Taty	1 Schallpl. ; 45 UpM ; 17 cm	RS 1339	90.614 B	1972	[S.l.]	African	12.3 Musik, 12.3 Kongo				028C		Barel, Billy		1053359012	028E		Soki Vangu	1947-1990	3060565-9	029E		Orchestre Bella-Bella		
224543148	RS 1340 224543148	2.37k / 2.48k	Lusamba / Orchestre Lipua-Lipua	Enth. außerdem: Masele	1 Schallpl. ; 45 UpM ; 17 cm	RS 1340	90.690 B	1973	[S.l.]	African	12.3 Musik, 12.3 Kongo, 12.3 Lingala, 12.3 Jobs, 12.3 Rumba			3060488-6	029A		Orchestre Lipua-Lipua		
224583328	RS 1341 224583328	210 / 248	Mbondo 1 / Orchestre Lipua-Lipua	Enth. außerdem: Mbondo 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1341	91.013 B	1975	[S.l.]	African	12.3 Musik, 12.3 Kongo, 12.3 Lingala, 12.3 Cavacha			1081514086	028C		Vata Mombassa		3060488-6	029A		Orchestre Lipua-Lipua		
224584456	RS 1342 224584456	11.9k / 14.8k	Muana Kiam / Orchestre Kiam	Enth. außerdem: Lombe	1 Schallpl. ; 45 UpM ; 17 cm	RS 1342	90.914 B	1975	[S.l.]	African	12.3 Musik, 12.3 Kongo, 12.3 Lingala, 12.3 Cavacha				028C		Bola, Mboyo			028C/01		Ilonge, Botuli		3074272-9	029A		Orchestre Kiam		
224584804	RS 1343 224584804	1.87k / 2.29k	9ème Commendement - 1 / Orchestre Lipua-Lipua	Enth. außerdem: 9ème Commendement - 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1343	90.916	1975	[S.l.]	African	12.3 Musik, 12.3 Kongo, 12.3 Lingala, 12.3 Cavacha				028C		Tedia, Wunumbakidi		3060488-6	029A		Orchestre Lipua-Lipua		
226190617	RS 1414 226190617	2 / 2	V. C. Monica (Highlife) / Daddy Locomotive ; N'gabu Marcel. Congo Star Band	Enth. außerdem: Ambassade ya Congo (Rhumba)	1 Schallpl. ; 45 UpM ; 17 cm	RS 1414	SAF 7	1980	Monrovia :S. A. Faraj		12.3 Musik, 12.3 Liberia, 12.3 Highlife, 12.3 Rumba		Platte beschädigt (Fehlstelle am Rand)		028E		Daddy Locomotive			028E/01		N'gabu, Marcel		16078559-5	029A		Congo Star Band		
226247708	RS 1416 226247708	2 / 2	Aqui Congo Star (Pachanga) / Marcelin. Congo Star Band	Enth. außerdem: Chiquita oyemem (Cha-Cha)	1 Schallpl. ; 45 UpM ; 17 cm	RS 1416	SAF 9	1980	Monrovia	S. A. Faraj	12.3 Musik, 12.3 Liberia, 12.3 Pachanga, 12.3 Cha Cha Cha				028E		Marcelin		16078559-5	029A		Congo Star Band		
226251659	RS 1420 226251659	2 / 2	Mandona : danse Kono / Dr. Kasanda Nico et Orchestre African Fiesta Sukisa	Enth. außerdem: Merengue Sukisa : danse Kono	1 Schallpl. ; 45 UpM ; 17 cm	RS 1420	90.623 B	1972	[S.l.]	African	12.3 Musik, 12.3 Kongo, 12.3 Lingala, 12.3 Merengue			135147484	028A		Nico <Docteur>	1939-1985	3058909-5	029E		African Fiesta		
226284492	RS 1421 226284492	2 / 2	Asala malekoun / Dr. Nico et l'African Fiesta Sukisa	Enth. außerdem: Mbanda Peugeot	1 Schallpl. ; 45 UpM ; 17 cm	RS 1421	CD.168	1970	[S.l.]	DECCA	12.3 Musik, 12.3 Kongo, 12.3 Lingala, 12.3 Rumba		Congo recording from Sukisa ; 105 (Surboum Africaine, [S.l.] : African, 1970 (P), Best--Nr. 90.420 B) - Original, siehe: RS 1329	135147484	028E		Nico <Docteur>	1939-1985	3058909-5	029A		African Fiesta		
226285278	RS 1422 226285278	2 / 2	Mimi Ley / Orchestre Afrisa L'International	Enth. außerdem: Oya sela	1 Schallpl. ; 45 UpM ; 17 cm	RS 1422	90.766 B	1974	[S.l.]	African	12.3 Musik, 12.3 Congo, 12.3 Lingala			134782542	028C	Komp.	Ley, Tabu	1940-2013	3028408-9	029A		Afrisa International Orchestra		
228296447	RS 1717 228296447	2 / 2	Ba pensées nounou Part 1 / Orch. Vévé. Nguendi Aladji	Enth. außerdem: Ba pensées nounou Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1717	VV 256 N	1970	[S.l.]	Phonogram	12.3 Musik, 12.3 Kongo, 12.3 Lingala				028E		Nguendi Aladji		10191155-5	029A		Orchestre Veve		
228297079	RS 1718 228297079	-12.58 / 2	Haraka baina baraka : Part 1 / Orch. Bana Ekanga. Nana Akumu	Enth. außerdem: Haraka baina baraka : Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1718	SKA 003	1970	Kisumu	Umoja	12.3 Musik, 12.3 Kongo, 12.3 Kenia, 12.3 Lingala				028E		Akumu, Nana		16087748-9	029A		Orchestre Bana Ekanga		
228297648	RS 1719 228297648	2 / 2	Dunia mambo part 1 / O[r]che. Zeir-Ken-Show. Diana	Enth. außerdem: Dunia mambo part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1719	NMS 02	1970	Nairobi	NMS	12.3 Musik, 12.3 Tansania, 12.3 Kongo, 12.3 Lingala				028E		Diana		16087755-6	029A		Orchestre Zeir-Ken-Show		
228411270	RS 1720 228411270	2 / 2	Kaful Mafay Part 1 / Orch. Afrisa. Tabu Ley	Enth. außerdem: Kaful Mafay Part 2	1 Schallpl. ; 45 UpM, stereo ; 17 cm	RS 1720	GENI 03	1982	Nairobi	Polygram	12.3 Musik, 12.3 Kenia, 12.3 Kongo, 12.3 Lingala			134782542	028E		Ley, Tabu	1940-2013	3028408-9	029A		Afrisa International Orchestra		
228411785	RS 1721 228411785	2 / 2	Bois noir Part 1 / Kiesse Diambu	Enth. außerdem: Bois noir Part 2	1 Schallpl. ; 45 UpM, stereo ; 17 cm	RS 1721	ASL 3400	1982	[S.l.]	Polygram	12.3 Musik, 12.3 Kenia, 12.3 Kongo, 12.3 Lingala			112612558X	028E		Kiesse, Diambu		
228412706	RS 1722 228412706	2 / 2	Sisili Part 1 / Orch. Shika Shika. Jimi Moni Mambo ; Siama	Enth. außerdem: Sisili Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1722	Hit Parade (hit after hit) HP 010	1981	Nairobi	Hit Parade/Audio Productions	Musik, Kenia, Kongo, Populäre Musik, Lingala			1233706349	028E		Monimambo, Jim	1949-		028E/01		Siama		16171824-3	029A		Orchestre Shika Shika		
228423783	RS 1723 228423783	2 / 2	Kamulewa Part 1 / Orch. Les Jaca	Enth. außerdem: Kamulewa Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1723	JRP 28	1975	Nairobi	A.C. Kochomo	12.3 Musik, 12.3 Kenia, 12.3 Kongo, 12.3 Lingala				028C		Wa Mandefu, Mandefu		16088230-8	029A		Orchestre Les Jaca		
228425379	RS 1724 228425379	2 / 2	Namona yo wapi Part 1 / Orch. Lipua Lipua	Enth. außerdem: Namona yo wapi Part 2	1 Schallpl. ; 45 UpM, stereo ; 17 cm	RS 1724	SN 015 N	1975	[S.l.]	Sakumuna	12.3 Musik, 12.3 Kongo, 12.3 Lingala	1991/1501			028C		Maluku		3060488-6	029A		Orchestre Lipua-Lipua		
228432146	RS 1725 228432146	-14.12 / -14.48	Habari yako Part 1 / Orch. Shika Shika. Jim Moni Mambo	Enth. außerdem: Habari yako Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1725	Umoja Mwanashambe UMS 02	1981	Nairobi	Umoja Mwanashambe/Umoja Record Prod.	Musik, Kenia, Kongo, Populäre Musik, Swahili	1991/1500		1233706349	028E		Monimambo, Jim	1949-	16171824-3	029A		Orchestre Shika Shika		
228437296	RS 1728 228437296	2 / 2	Bella Amicha Part 1 / Théo Blaise Kounkou	Enth. außerdem: Bella Amicha Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1728	ASL 3395	1981	[S.l.]	Polygram	12.3 Musik, 12.3 Kenia, 12.3 Kongo, 12.3 Lingala	1991/1496		1053838344	028A		Kounkou, Théo Blaise	1949-	
228437873	RS 1729 228437873	2 / 2	Bebe / Orch. Jambo Jambo. Kazembe Ngandu (Gerald)	Enth. außerdem: Iwe chikashana	1 Schallpl. ; 45 UpM, stereo ; 17 cm	RS 1729	ASL 3384N	1980	[S.l.]	Phonogram	Musik, Kongo, Lingala, Populäre Musik	1991/1495		1079799400	028E		Kazembe, Gérard		3059235-5	029A		Orchestre Jambo-Jambo		
228438810	RS 1730 228438810	2 / 2	Samedi soir Part 1 : (Saturday night) / Bopol Mansiamina	Enth. außerdem: Samedi soir Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1730	EFA-024	1975	[S.l.]	AIT (Syllart Records)	12.3 Musik, 12.3 Kongo	1991/1494		135819202	028A		Mansiamina, Bopol	1949-		028C	Prod.	Tina, B.M.		
228440009	RS 1731 228440009	2 / 2	Ya ngai mbongo Part 1 / Orch. Emagi. Madjo Abdallah	Enth. außerdem: Ya ngai mbongo Part 2	1 Schallpl. ; 45 UpM, stereo ; 17 cm	RS 1731	ASL 2304	1982	[S.l.]	Polygram	12.3 Musik, 12.3 Kenia, 12.3 Kongo, 12.3 Lingala	1991/1493			028E		Abdallah, Madjo		16088309-X	029A		Orchestre Emagi		
22844246X	RS 1732 22844246X	-14.46 / -14.91	Ole Mama Part 1 / Orch. Shika Shika. Moni Mambo	Enth. außerdem: Ole Mama Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1732	Eds. Mau-Mau Afrique CEGE 03	1981	[Kenia]	Editions Mau-Mau Afrique/Karura Productions	Musik, Kenia, Kongo, Populäre Musik, Swahili	1991/1492		1233706349	028E		Monimambo, Jim	1949-	16171824-3	029A		Orchestre Shika Shika		
228531659	RS 1750 228531659	2 / 2	Celebration Zigo Part 1 / L'orch. Village Kombe-Kombe Stars	Enth. außerdem: Celebration Zigo Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1750	JAN 2	1975	[S.l.]	BIEM	12.3 Musik, 12.3 Kenia, 12.3 Tansania, 12.3 Kongo, 12.3 Lingala	1991/1506			028C	Prod.	Amolo, Mary			028E		Zigo, Coco		16088670-3	029A		Kombe-Kombe Stars		
228532906	RS 1752 228532906	2 / 2	Cido Part 1 / Orch. Virunga (Keep Left). Samba Mapangala	Enth. außerdem:	1 Schallpl. ; 45 UpM ; 17 cm	RS 1752	ASL 2284	1981	[S.l.]	Polygram	12.3 Musik, 12.3 Kenia, 12.3 Tansania, 12.3 Kongo, 12.3 Lingala	1991/1508			028E		Mpangala, Samba		3020618-2	029A		Samba Mapangala & Orchestre Virunga		
228533317	RS 1753 228533317	2 / 2	Célibataire Part 1 / L'orch. Baba National. Ilunga wa Ilunga	Enth. außerdem: Célibataire Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1753	IWI-5	1975	Nairobi	AIT Records	12.3 Musik, 12.3 Kongo, 12.3 Kenia, 12.3 Lingala	1991/1509			028E		wa Ilunga, Ilunga		3060005-4	029A		Orchestre Baba National		
228533813	RS 1754 228533813	2 / 2	Maggy Part 1 / L'orch. Makassy. Seye Cadimoke. Mzee Makassy	Enth. außerdem: Maggy Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1754	EMK-011	1975	Nairobi	AIT Records	12.3 Musik, 12.3 Kenia	1991/1510			028C	Prod.	Njakumu, Felix G.M.			028E		Cadimoke, Seye			028E/01		Mzee Makassy		16088687-9	029A		Orchestre Makassy		
228534844	RS 1755 228534844	2 / 2	Tuna (Eliza) Part 1 / Tabu Ley & Orch. Afrisa	Enth. außerdem: Tuna (Eliza) Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1755	GENI 009	1985	Nairobi	Polygram	12.3 Musik, 12.3 Kenia, 12.3 Kongo, 12.3 Lingala	1991/1511		134782542	028E		Ley, Tabu	1940-2013	3028408-9	029A		Afrisa International Orchestra		
228582784	RS 1757 228582784	2 / 2	Bilangwela Part 1 / Bana Likasi. Lovy Longomba	Enth. außerdem: Bilangwela Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1757	SUPLOV 05	1984	Nairobi	Audio Productions	12.3 Musik, 12.3 Kenia, 12.3 Swahili	1991/1514			028E		Longomba, Lovy		16171747-0	029A		Bana Likasi		
228584620	RS 1760 228584620	2 / 2	Kampete Part 1 / Orch. Viva Makale. Kalombo Mwanza (George)	Enth. außerdem: Kampete Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1760	ASL 2317	1983	[S.l.]	Polygram	12.3 Musik, 12.3 Kenia, 12.3 Lingala	1991/1517			028E		Kalombo Mwanza, George		16089071-8	029A		Orchestre Viva Makale		
228585686	RS 1761 228585686	2 / 2	Kamulewa Part 1 / Orch. Les Jaca. Mandefu Wa Mandefu	Enth. außerdem: Kamulewa Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1761	JRP 28	1975	Nairobi	A.C. Kochomo	12.3 Musik, 12.3 Kenia, 12.3 Kongo, 12.3 Lingala	1991/1518			028E		Wa Mandefu, Mandefu		16088230-8	029A		Orchestre Les Jaca		
228586305	RS 1762 228586305	-10.48 / -11.00	Nazonga mboka Part 1 / Orch. Baba National. Baba Gaston	Enth. außerdem: Nazonga mboka Part 2	1 Schallpl. ; 45 UpM, stereo ; 17 cm	RS 1762	ASL 2347	1975	[S.l.]	Polygram	12.3 Musik, 12.3 Kongo, 12.3 Kenia, 12.3 Lingala	1991/1520		138676089	028E		Baba Gaston	1936-1997	3060005-4	029A		Orchestre Baba National		
228588286	RS 1765 228588286	2 / 2	Wasi wasi ya nini? : Part 1 / Orch. Bana Ekanga. Nana Akumu	Enth. außerdem: Wasi wasi ya nini? : Part 2	1 Schallpl. ; 45 UpM, stereo ; 17 cm	RS 1765	ASL 3396	1981	[S.l.]	Polygram	12.3 Musik, 12.3 Kenia, 12.3 Kongo, 12.3 Lingala	1991/1523			028E		Akumu, Nana		16087748-9	029A		Orchestre Bana Ekanga		
228593530	RS 1771 228593530	2 / 2	Sugar Mummy Part 1 / Orch. Viva Makale. Kalombo Mwanza	Enth. außerdem: Sugar Mummy Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1771	HP 013	1975	Nairobi	Audio Productions	12.3 Musik, 12.3 Kenia, 12.3 Kongo, 12.3 Lingala, 12.3 Mkonyonyo	1991/1529			028E		Kalombo Mwanza, George		16089071-8	029A		Orchestre Viva Makale		
228594847	RS 1773 228594847	2 / 2	Walter - Part 1 / Orch. Les Mangelepa. Badibanga wa Tshilumba (Kai-Kai)	Enth. außerdem: Walter - Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1773	ASL 7-2237 N	1980	[S.l.]	[Polygram]	12.3 Musik, 12.3 Kenia, 12.3 Kongo, 12.3 Lingala	1991/1532			028E		Tshilumba, Badibanga wa		3071882-X	029A		Orchestre Les Mangelepa		
228602610	RS 1776 228602610	-12.28 / -9.78	Atemo Mama Part 1 / L'Orch. Les Mambo Jazz. John Kazungu	Enth. außerdem: Atemo Mama Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1776	MOTO 1036	1975	[S.l.]	AIT Records	12.3 Musik, 12.3 Kenia, 12.3 Swahili	1987/197			028C	Prod.	Jakomo, Felix			028E		Kazungu, John		16089179-6	029A		Orchestre Les Mambo Jazz		
228652596	RS 1777 228652596	2 / 2	Maggy Part 1 / Orch. Super Vedet.Nkusia Nzuzi	Enth. außerdem: Maggy Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1777	ALP 002	1980	Nairobi	Audio Productions	12.3 Musik, 12.3 Kenia, 12.3 Kongo, 12.3 Lingala, 12.3 Swahili	1987/196			028E		Nzuzi, Nkusia		16171704-4	029A		Orchestre Super Vedet		
228653762	RS 1778 228653762	2 / 2	Mosese Part 1 / L'Orch. Makassy. Mose Fan Fan	Enth. außerdem: Mosese Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1778	EMK-02	1980	[S.l.]	AIT Records	12.3 Musik, 12.3 Kenia, 12.3 Tansania, 12.3 Kongo, 12.3 Lingala	1987/195			028E		Mose Fan Fan		16088687-9	029A		Orchestre Makassy		
228654637	RS 1780 228654637	2 / 2	Bokilo senga Part 1 / Orch. Conga International. Bokelo Isenge	Enth. außerdem: Bokilo senga Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1780	EMB 21	1975	Nairobi	Melodica	12.3 Musik, 12.3 Kenia, 12.3 Kongo, 12.3 Lingala	1987/193			028E		Isenge, Bokelo		3072366-8	029A		Conga Succès		
228662583	RS 1785 228662583	2 / 2	Se maloba Part 1 / Orch. Conga International. Bokelo Isenge	Enth. außerdem: Se maloba Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1785	EMB 29	1980	Nairobi	Melodica	12.3 Musik, 12.3 Kenia, 12.3 Kongo, 12.3 Lingala	1987/188			028E		Isenge, Bokelo		3072366-8	029A		Conga Succès		
229007961	RS 1794 229007961	2 / 2	Bombanda Part 1 / Dailu Antoine dit Lukoki Diatho	Enth. außerdem: Bombanda Part 2	1 Schallpl. ; 45 UpM ; 17 cm	RS 1794	EFA - 07	1975	[S.l.]	AIT Records	12.3 Musik, 12.3 Kenia, 12.3 Kongo, 12.3 Lingala	1987/187		1204381135	028A		Diatho, Lukoki			028C	Prod.	Maikano, A.A.		
229117341	RS 1825 229117341	2 / 2	Amba (Part 1) / Orch. Shika Shika. Moni Mambo	Enth. außerdem: Amba (Part 2)	1 Schallpl. ; 45 UpM ; 17 cm	RS 1825	DJ005	1981	[Kenia]	Daraja	Musik, Kenia, Kongo, Populäre Musik	1994/1436		1233706349	028E		Monimambo, Jim	1949-	16171824-3	029A		Orchestre Shika Shika		
229129471	RS 1832 229129471	2 / 2	Batata baliya / Serenje Kalindula Band	Enth. außerdem: Pakufwa mayo	1 Schallpl. ; 45 UpM ; 17 cm	RS 1832	ZMPS 387	1975	[Lusaka?]	Zambia Music Parlour Ltd.	12.3 Musik, 12.3 Sambia, 12.3 Bemba	1994/1443		1233227203	028C	Prod.	Khuzwayo, Edward Godfrey	1936-2009	3060562-3	029A		Serenje Kalindula Band		
229202802	RS 1838 229202802	2 / 2	Bana mayo / Spokes Chola	Enth. außerdem: Ukulanda kwabamukolwe	1 Schallpl. ; 45 UpM ; 17 cm	RS 1838	ZMPS 408	1975	[Lusaka?]	Zambia Music Parlour Ltd.	12.3 Musik, 12.3 Sambia, 12.3 Bemba	1994/1449			028A		Chola, Spokes		1233227203	028C	Prod.	Khuzwayo, Edward Godfrey	1936-2009	
229439330	RS 1862 229439330	2 / 2	M'Fono yami / Papa Wemba	Enth. außerdem: Hambayi ede	1 Schallpl. ; 45 UpM, stereo ; 17 cm	RS 1862	203073	1988	[S.l.]	EMI/Pathé Marconi	12.3 Musik, 12.3 Afrika, 12.3 Lingala	1995/396		134756258	028A		Papa Wemba	1949-2016	
229621252	RS 1873 229621252	2 / 2	Mama opikaka pende / Composer Victor Longomba with Orchestra Negro-Succes	Enth. außerdem: Ages mujiki ya negro	1 Schallpl. ; 45 UpM ; 17 cm	RS 1873	45-Lon. 1138	1961	[S.l.]	His Master's Voice	12.3 Musik, 12.3 Kongo, 12.3 Lingala, 12.3 Bolero, 12.3 Rumba	1996/308		1143257049	028C	Komp.	Longomba, Victor	1932-	3059012-7	029A		Orchestre Negro Succes		
229629547	RS 1875 229629547	2 / 2	Nzorba / Orchestre O.K. Jazz	Enth. außerdem: Kiwita kumunani	1 Schallpl. ; 45 UpM ; 17 cm	RS 1875	51.010	1969	[S.l.]	Fiesta	12.3 Musik, 12.3 Kongo, 12.3 Lingala, 12.3 Rumba	1996/317		1034498649	028C	Komp.	Franco <Musiker>	1938-1989	3015656-7	029A		Tout-Puissant OK Jazz		
22971031X	RS 1882 22971031X	-12.54 / -7.92	Chants populaires du Congo - Populaire liederen uit Kongo / Les Troubadours du Roi Baudouin - De Troubadours van Koning Boudewijn. Direction générale P. Guido Haazen o.f.m.	Enth.: Banana (Vieille chanson de soldats). Oh sikieni wee mama. Twai tshinaminai. Munafika. Emelina ee. Siku moja	1 Schallpl. ; 45 UpM ; 17 cm	RS 1882	428.139 PE	1975	[S.l.]	Philips	12.3 Musik, 12.3 Kongo, 12.3 Volkslied, 12.3 Swahili, 12.3 Bemba, Kibemba, 12.3 Luba, Tshiluba	1999/402			028C	Dir.	Haazen, P. Guido		16094148-9	029A		Troubadours du Roi Baudouin		
229758673	RS 1898 229758673	2 / 2	K.J. Nawela te / Orchestre Conga Succes	Enth. außerdem: [...]ena tuna mama bebe	1 Schallpl. ; 45 UpM ; 17 cm	RS 1898	90.214	1968	[S.l.]	African Records	12.3 Musik, 12.3 Kongo, 12.3 Lingala, 12.3 Rumba	1996/359	Titel A-Seite teilw. unleserlich	3072366-8	029A		Conga Succès		
229758932	RS 1899 229758932	2 / 2	Matinda / L'Orchestre O.K. Jazz	Enth. außerdem: César aboya yo	1 Schallpl. ; 45 UpM ; 17 cm	RS 1899	ZRC 3	1968	[S.l.]	ZRC	12.3 Musik, 12.3 Kongo, 12.3 Lingala, 12.3 Rumba	1996/358		3015656-7	029A		Tout-Puissant OK Jazz		
229994245	TK 914 229994245	0.00 / -0.42	Souci / Fede Lawu et Matchatcha	Enth.: Toulouboulé. Mbuta nzau. Cœur en or - Souci. Mbuta nzau (instrumental). Miondo mikanda	1 Tonkassette ; 10x7 cm, 4 mm Band	TK 914	A-009	1985	[Paris?]	[Maciste Productions]	Musik, Kongo, Populäre Musik			1127251848	028C	prf	Lawu, Fédé		16171162-5	029F	prf	Matchatcha		
231743041	TK 1253 231743041	-0.00 / -2.23	Bluff Wabalonzo / Papa Wemba & Viva la Musica	Enth.: Fille unique (Sana). Ange Lina. Amour d'intérêt. Sebene. Au revoir Niarkos. Thova milandu. Bongolowase. Deception. Gene. Instrumental	1 Audiokassette ; Dolby, stereo	TK 1253	MGS 542	1980	[S.l.]	-	12.3 Musik, 12.3 Kongo, 12.3 Lingala, 12.3 Populäre Musik	2011/106		134756258	028A		Papa Wemba	1949-2016	3041004-6	029E		Viva la Musica		
246730668	R 002 246730668	-8.46 / -8.74	Kongo-Muziek : muziek van de Mpangu / G. Ciparisse		1 Schallpl. ; 33 UpM, stereo ; 30 cm ; Beih.	R 002	KMMA-MRAC 6803 017	1970	Tervuren	Koninklijk Museum voor Midden-Afrika - Musée Royal de l'Afrique Centrale [u.a.]	12.3 Musik, 12.3 Kongo, 12.3 Mpangu, 12.3 Traditionelle Musik	1972/153	Beih. in franz., niederl. dt. und engl. Sprache		028A	Hrsg.	Ciparisse, Gérard		
