PPN	GND-ID	GND-Name	GND-JSON	Kategorie	Rolle	Name	Bemerkung	
226284492	http://d-nb.info/gnd/135147484	Nico, Docteur	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/135147484","_standard":"text":"Nico, Docteur"},"conceptName":"Nico, Docteur"}	028E	$B:	Nico <Docteur>	1939-1985	
226284492	http://d-nb.info/gnd/3058909-5	African Fiesta	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3058909-5","_standard":"text":"African Fiesta"},"conceptName":"African Fiesta"}	029A	$B:	African Fiesta		
226285278	http://d-nb.info/gnd/134782542	Ley, Tabu	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/134782542","_standard":"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	028C	$B:Komp.	Ley, Tabu	1940-2013	
226285278	http://d-nb.info/gnd/3028408-9	Afrisa International Orchestra	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3028408-9","_standard":"text":"Afrisa International Orchestra"},"conceptName":"Afrisa International Orchestra"}	029A	$B:	Afrisa International Orchestra		
228296447	http://d-nb.info/gnd/			028E	$B:	Nguendi Aladji		
228296447	http://d-nb.info/gnd/10191155-5	Orchestre Veve	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/10191155-5","_standard":"text":"Orchestre Veve"},"conceptName":"Orchestre Veve"}	029A	$B:	Orchestre Veve		
228297079	http://d-nb.info/gnd/			028E	$B:	Akumu, Nana		
228297079	http://d-nb.info/gnd/16087748-9	Orchestre Bana Ekanga	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16087748-9","_standard":"text":"Orchestre Bana Ekanga"},"conceptName":"Orchestre Bana Ekanga"}	029A	$B:	Orchestre Bana Ekanga		
228297648	http://d-nb.info/gnd/			028E	$B:	Diana		
228297648	http://d-nb.info/gnd/16087755-6	Orchestre Zeir-Ken-Show	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16087755-6","_standard":"text":"Orchestre Zeir-Ken-Show"},"conceptName":"Orchestre Zeir-Ken-Show"}	029A	$B:	Orchestre Zeir-Ken-Show		
228411270	http://d-nb.info/gnd/134782542	Ley, Tabu	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/134782542","_standard":"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	028E	$B:	Ley, Tabu	1940-2013	
228411270	http://d-nb.info/gnd/3028408-9	Afrisa International Orchestra	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3028408-9","_standard":"text":"Afrisa International Orchestra"},"conceptName":"Afrisa International Orchestra"}	029A	$B:	Afrisa International Orchestra		
228411785	http://d-nb.info/gnd/112612558X	Kiesse, Diambu	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/112612558X","_standard":"text":"Kiesse, Diambu"},"conceptName":"Kiesse, Diambu"}	028E	$B:	Kiesse, Diambu		
228412706	http://d-nb.info/gnd/1233706349	Monimambo, Jim	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1233706349","_standard":"text":"Monimambo, Jim"},"conceptName":"Monimambo, Jim"}	028E	$B:	Monimambo, Jim	1949-	
228412706	http://d-nb.info/gnd/			028E/01	$B:	Siama		
228412706	http://d-nb.info/gnd/16171824-3	Orchestre Shika Shika	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16171824-3","_standard":"text":"Orchestre Shika Shika"},"conceptName":"Orchestre Shika Shika"}	029A	$B:	Orchestre Shika Shika		
228423783	http://d-nb.info/gnd/			028C	$B:	Wa Mandefu, Mandefu		
228423783	http://d-nb.info/gnd/16088230-8	Orchestre Les Jaca	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16088230-8","_standard":"text":"Orchestre Les Jaca"},"conceptName":"Orchestre Les Jaca"}	029A	$B:	Orchestre Les Jaca		
228425379	http://d-nb.info/gnd/			028C	$B:	Maluku		
228425379	http://d-nb.info/gnd/3060488-6	Orchestre Lipua-Lipua (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3060488-6","_standard":"text":"Orchestre Lipua-Lipua (Musikgruppe)"},"conceptName":"Orchestre Lipua-Lipua (Musikgruppe)"}	029A	$B:	Orchestre Lipua-Lipua		
228432146	http://d-nb.info/gnd/1233706349	Monimambo, Jim	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1233706349","_standard":"text":"Monimambo, Jim"},"conceptName":"Monimambo, Jim"}	028E	$B:	Monimambo, Jim	1949-	
228432146	http://d-nb.info/gnd/16171824-3	Orchestre Shika Shika	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16171824-3","_standard":"text":"Orchestre Shika Shika"},"conceptName":"Orchestre Shika Shika"}	029A	$B:	Orchestre Shika Shika		
228437296	http://d-nb.info/gnd/1053838344	Kounkou, Théo Blaise	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1053838344","_standard":"text":"Kounkou, Théo Blaise"},"conceptName":"Kounkou, Théo Blaise"}	028A	$B:	Kounkou, Théo Blaise	1949-	
228437873	http://d-nb.info/gnd/1079799400	Kazembe, Gérard	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1079799400","_standard":"text":"Kazembe, Gérard"},"conceptName":"Kazembe, Gérard"}	028E	$B:	Kazembe, Gérard		
228437873	http://d-nb.info/gnd/3059235-5	Orchestre Jambo-Jambo (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3059235-5","_standard":"text":"Orchestre Jambo-Jambo (Musikgruppe)"},"conceptName":"Orchestre Jambo-Jambo (Musikgruppe)"}	029A	$B:	Orchestre Jambo-Jambo		
228438810	http://d-nb.info/gnd/135819202	Mansiamina, Bopol	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/135819202","_standard":"text":"Mansiamina, Bopol"},"conceptName":"Mansiamina, Bopol"}	028A	$B:	Mansiamina, Bopol	1949-	
228438810	http://d-nb.info/gnd/			028C	$B:Prod.	Tina, B.M.		
228440009	http://d-nb.info/gnd/			028E	$B:	Abdallah, Madjo		
228440009	http://d-nb.info/gnd/16088309-X	Orchestre Emagi	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16088309-X","_standard":"text":"Orchestre Emagi"},"conceptName":"Orchestre Emagi"}	029A	$B:	Orchestre Emagi		
22844246X	http://d-nb.info/gnd/1233706349	Monimambo, Jim	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1233706349","_standard":"text":"Monimambo, Jim"},"conceptName":"Monimambo, Jim"}	028E	$B:	Monimambo, Jim	1949-	
22844246X	http://d-nb.info/gnd/16171824-3	Orchestre Shika Shika	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16171824-3","_standard":"text":"Orchestre Shika Shika"},"conceptName":"Orchestre Shika Shika"}	029A	$B:	Orchestre Shika Shika		
228531659	http://d-nb.info/gnd/			028C	$B:Prod.	Amolo, Mary		
228531659	http://d-nb.info/gnd/			028E	$B:	Zigo, Coco		
228531659	http://d-nb.info/gnd/16088670-3	Kombe-Kombe Stars	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16088670-3","_standard":"text":"Kombe-Kombe Stars"},"conceptName":"Kombe-Kombe Stars"}	029A	$B:	Kombe-Kombe Stars		
228532906	http://d-nb.info/gnd/			028E	$B:	Mpangala, Samba		
228532906	http://d-nb.info/gnd/3020618-2	Samba Mapangala & Orchestre Virunga	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3020618-2","_standard":"text":"Samba Mapangala & Orchestre Virunga"},"conceptName":"Samba Mapangala & Orchestre Virunga"}	029A	$B:	Samba Mapangala & Orchestre Virunga		
228533317	http://d-nb.info/gnd/			028E	$B:	wa Ilunga, Ilunga		
228533317	http://d-nb.info/gnd/3060005-4	Orchestre Baba National	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3060005-4","_standard":"text":"Orchestre Baba National"},"conceptName":"Orchestre Baba National"}	029A	$B:	Orchestre Baba National		
228533813	http://d-nb.info/gnd/			028C	$B:Prod.	Njakumu, Felix G.M.		
228533813	http://d-nb.info/gnd/			028E	$B:	Cadimoke, Seye		
228533813	http://d-nb.info/gnd/			028E/01	$B:	Mzee Makassy		
228533813	http://d-nb.info/gnd/16088687-9	Orchestre Makassy	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16088687-9","_standard":"text":"Orchestre Makassy"},"conceptName":"Orchestre Makassy"}	029A	$B:	Orchestre Makassy		
228534844	http://d-nb.info/gnd/134782542	Ley, Tabu	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/134782542","_standard":"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	028E	$B:	Ley, Tabu	1940-2013	
228534844	http://d-nb.info/gnd/3028408-9	Afrisa International Orchestra	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3028408-9","_standard":"text":"Afrisa International Orchestra"},"conceptName":"Afrisa International Orchestra"}	029A	$B:	Afrisa International Orchestra		
228582784	http://d-nb.info/gnd/			028E	$B:	Longomba, Lovy		
228582784	http://d-nb.info/gnd/16171747-0	Bana Likasi	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16171747-0","_standard":"text":"Bana Likasi"},"conceptName":"Bana Likasi"}	029A	$B:	Bana Likasi		
228584620	http://d-nb.info/gnd/			028E	$B:	Kalombo Mwanza, George		
228584620	http://d-nb.info/gnd/16089071-8	Orchestre Viva Makale	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16089071-8","_standard":"text":"Orchestre Viva Makale"},"conceptName":"Orchestre Viva Makale"}	029A	$B:	Orchestre Viva Makale		
228585686	http://d-nb.info/gnd/			028E	$B:	Wa Mandefu, Mandefu		
228585686	http://d-nb.info/gnd/16088230-8	Orchestre Les Jaca	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16088230-8","_standard":"text":"Orchestre Les Jaca"},"conceptName":"Orchestre Les Jaca"}	029A	$B:	Orchestre Les Jaca		
228586305	http://d-nb.info/gnd/138676089	Baba Gaston	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/138676089","_standard":"text":"Baba Gaston"},"conceptName":"Baba Gaston"}	028E	$B:	Baba Gaston	1936-1997	
228586305	http://d-nb.info/gnd/3060005-4	Orchestre Baba National	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3060005-4","_standard":"text":"Orchestre Baba National"},"conceptName":"Orchestre Baba National"}	029A	$B:	Orchestre Baba National		
228588286	http://d-nb.info/gnd/			028E	$B:	Akumu, Nana		
228588286	http://d-nb.info/gnd/16087748-9	Orchestre Bana Ekanga	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16087748-9","_standard":"text":"Orchestre Bana Ekanga"},"conceptName":"Orchestre Bana Ekanga"}	029A	$B:	Orchestre Bana Ekanga		
228593530	http://d-nb.info/gnd/			028E	$B:	Kalombo Mwanza, George		
228593530	http://d-nb.info/gnd/16089071-8	Orchestre Viva Makale	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16089071-8","_standard":"text":"Orchestre Viva Makale"},"conceptName":"Orchestre Viva Makale"}	029A	$B:	Orchestre Viva Makale		
228594847	http://d-nb.info/gnd/			028E	$B:	Tshilumba, Badibanga wa		
228594847	http://d-nb.info/gnd/3071882-X	Orchestre Les Mangelepa	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3071882-X","_standard":"text":"Orchestre Les Mangelepa"},"conceptName":"Orchestre Les Mangelepa"}	029A	$B:	Orchestre Les Mangelepa		
228602610	http://d-nb.info/gnd/			028C	$B:Prod.	Jakomo, Felix		
228602610	http://d-nb.info/gnd/			028E	$B:	Kazungu, John		
228602610	http://d-nb.info/gnd/16089179-6	Orchestre Les Mambo Jazz	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16089179-6","_standard":"text":"Orchestre Les Mambo Jazz"},"conceptName":"Orchestre Les Mambo Jazz"}	029A	$B:	Orchestre Les Mambo Jazz		
228652596	http://d-nb.info/gnd/			028E	$B:	Nzuzi, Nkusia		
228652596	http://d-nb.info/gnd/16171704-4	Orchestre Super Vedet	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16171704-4","_standard":"text":"Orchestre Super Vedet"},"conceptName":"Orchestre Super Vedet"}	029A	$B:	Orchestre Super Vedet		
228653762	http://d-nb.info/gnd/			028E	$B:	Mose Fan Fan		
228653762	http://d-nb.info/gnd/16088687-9	Orchestre Makassy	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16088687-9","_standard":"text":"Orchestre Makassy"},"conceptName":"Orchestre Makassy"}	029A	$B:	Orchestre Makassy		
228654637	http://d-nb.info/gnd/			028E	$B:	Isenge, Bokelo		
228654637	http://d-nb.info/gnd/3072366-8	Conga Succès (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3072366-8","_standard":"text":"Conga Succès (Musikgruppe)"},"conceptName":"Conga Succès (Musikgruppe)"}	029A	$B:	Conga Succès		
228662583	http://d-nb.info/gnd/			028E	$B:	Isenge, Bokelo		
228662583	http://d-nb.info/gnd/3072366-8	Conga Succès (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3072366-8","_standard":"text":"Conga Succès (Musikgruppe)"},"conceptName":"Conga Succès (Musikgruppe)"}	029A	$B:	Conga Succès		
229007961	http://d-nb.info/gnd/1204381135	Diatho, Lukoki	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1204381135","_standard":"text":"Diatho, Lukoki"},"conceptName":"Diatho, Lukoki"}	028A	$B:	Diatho, Lukoki		
229007961	http://d-nb.info/gnd/			028C	$B:Prod.	Maikano, A.A.		
229117341	http://d-nb.info/gnd/1233706349	Monimambo, Jim	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1233706349","_standard":"text":"Monimambo, Jim"},"conceptName":"Monimambo, Jim"}	028E	$B:	Monimambo, Jim	1949-	
229117341	http://d-nb.info/gnd/16171824-3	Orchestre Shika Shika	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16171824-3","_standard":"text":"Orchestre Shika Shika"},"conceptName":"Orchestre Shika Shika"}	029A	$B:	Orchestre Shika Shika		
229129471	http://d-nb.info/gnd/1233227203	Khuzwayo, Edward Godfrey	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1233227203","_standard":"text":"Khuzwayo, Edward Godfrey"},"conceptName":"Khuzwayo, Edward Godfrey"}	028C	$B:Prod.	Khuzwayo, Edward Godfrey	1936-2009	
229129471	http://d-nb.info/gnd/3060562-3	Serenje Kalindula Band	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3060562-3","_standard":"text":"Serenje Kalindula Band"},"conceptName":"Serenje Kalindula Band"}	029A	$B:	Serenje Kalindula Band		
229202802	http://d-nb.info/gnd/			028A	$B:	Chola, Spokes		
229202802	http://d-nb.info/gnd/1233227203	Khuzwayo, Edward Godfrey	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1233227203","_standard":"text":"Khuzwayo, Edward Godfrey"},"conceptName":"Khuzwayo, Edward Godfrey"}	028C	$B:Prod.	Khuzwayo, Edward Godfrey	1936-2009	
229439330	http://d-nb.info/gnd/134756258	Papa Wemba	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/134756258","_standard":"text":"Papa Wemba"},"conceptName":"Papa Wemba"}	028A	$B:	Papa Wemba	1949-2016	
229621252	http://d-nb.info/gnd/1143257049	Longomba, Victor	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1143257049","_standard":"text":"Longomba, Victor"},"conceptName":"Longomba, Victor"}	028C	$B:Komp.	Longomba, Victor	1932-	
229621252	http://d-nb.info/gnd/3059012-7	Orchestre Negro Succes	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3059012-7","_standard":"text":"Orchestre Negro Succes"},"conceptName":"Orchestre Negro Succes"}	029A	$B:	Orchestre Negro Succes		
229629547	http://d-nb.info/gnd/1034498649	Franco, Musiker	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1034498649","_standard":"text":"Franco, Musiker"},"conceptName":"Franco, Musiker"}	028C	$B:Komp.	Franco <Musiker>	1938-1989	
229629547	http://d-nb.info/gnd/3015656-7	Tout-Puissant OK Jazz	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3015656-7","_standard":"text":"Tout-Puissant OK Jazz"},"conceptName":"Tout-Puissant OK Jazz"}	029A	$B:	Tout-Puissant OK Jazz		
22971031X	http://d-nb.info/gnd/			028C	$B:Dir.	Haazen, P. Guido		
22971031X	http://d-nb.info/gnd/16094148-9	Troubadours du Roi Baudouin	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16094148-9","_standard":"text":"Troubadours du Roi Baudouin"},"conceptName":"Troubadours du Roi Baudouin"}	029A	$B:	Troubadours du Roi Baudouin		
229758673	http://d-nb.info/gnd/3072366-8	Conga Succès (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3072366-8","_standard":"text":"Conga Succès (Musikgruppe)"},"conceptName":"Conga Succès (Musikgruppe)"}	029A	$B:	Conga Succès		
229758932	http://d-nb.info/gnd/3015656-7	Tout-Puissant OK Jazz	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3015656-7","_standard":"text":"Tout-Puissant OK Jazz"},"conceptName":"Tout-Puissant OK Jazz"}	029A	$B:	Tout-Puissant OK Jazz		
229994245	http://d-nb.info/gnd/1127251848	Lawu, Fédé	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1127251848","_standard":"text":"Lawu, Fédé"},"conceptName":"Lawu, Fédé"}	028C	$4:prf	Lawu, Fédé		
229994245	http://d-nb.info/gnd/16171162-5	Matchatcha	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16171162-5","_standard":"text":"Matchatcha"},"conceptName":"Matchatcha"}	029F	$4:prf	Matchatcha		
231743041	http://d-nb.info/gnd/134756258	Papa Wemba	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/134756258","_standard":"text":"Papa Wemba"},"conceptName":"Papa Wemba"}	028A	$B:	Papa Wemba	1949-2016	
231743041	http://d-nb.info/gnd/3041004-6	Viva la Musica	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3041004-6","_standard":"text":"Viva la Musica"},"conceptName":"Viva la Musica"}	029E	$B:	Viva la Musica		
246730668	http://d-nb.info/gnd/			028A	$B:Hrsg.	Ciparisse, Gérard		
26134806X	http://d-nb.info/gnd/134646304	Quersin, Benoit	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/134646304","_standard":"text":"Quersin, Benoit"},"conceptName":"Quersin, Benoit"}	028C	$B:Hrsg.	Quersin, Benoit	1927-1993	
265135796	http://d-nb.info/gnd/1022331574	Les Bantous de la Capitale	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1022331574","_standard":"text":"Les Bantous de la Capitale"},"conceptName":"Les Bantous de la Capitale"}	029A	$B:	Les Bantous de la Capitale		
265690439	http://d-nb.info/gnd/1034498649	Franco, Musiker	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1034498649","_standard":"text":"Franco, Musiker"},"conceptName":"Franco, Musiker"}	028A	$B:	Franco <Musiker>	1938-1989	
265690439	http://d-nb.info/gnd/3015656-7	Tout-Puissant OK Jazz	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3015656-7","_standard":"text":"Tout-Puissant OK Jazz"},"conceptName":"Tout-Puissant OK Jazz"}	029E	$B:	Tout-Puissant OK Jazz		

26849147X	http://d-nb.info/gnd/			028C	$B:	Gansemans, Jos		
279889062	http://d-nb.info/gnd/134782542	Ley, Tabu	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/134782542","_standard":"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	028E	$B:	Ley, Tabu	1940-2013	
279889062	http://d-nb.info/gnd/1074023617	Bel, M'bilia	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1074023617","_standard":"text":"Bel, M'bilia"},"conceptName":"Bel, M'bilia"}	028E/01	$B:	Bel, M'bilia	1959-	
279889062	http://d-nb.info/gnd/1074023277	Tess, Faya	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1074023277","_standard":"text":"Tess, Faya"},"conceptName":"Tess, Faya"}	028E/02	$B:	Tess, Faya	1966-	
279889062	http://d-nb.info/gnd/3028408-9	Afrisa International Orchestra	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3028408-9","_standard":"text":"Afrisa International Orchestra"},"conceptName":"Afrisa International Orchestra"}	029E	$B:	Afrisa International Orchestra		
280075812	http://d-nb.info/gnd/135147484	Nico, Docteur	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/135147484","_standard":"text":"Nico, Docteur"},"conceptName":"Nico, Docteur"}	028E	$B:	Nico <Docteur>	1939-1985	
280075812	http://d-nb.info/gnd/3058909-5	African Fiesta	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3058909-5","_standard":"text":"African Fiesta"},"conceptName":"African Fiesta"}	029E	$B:	African Fiesta		
280794576	http://d-nb.info/gnd/16330251-0	Los Nickelos	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16330251-0","_standard":"text":"Los Nickelos"},"conceptName":"Los Nickelos"}	029A	$B:	Los Nickelos		
280797028	http://d-nb.info/gnd/3060597-0	Orchestre Les Grands Maquisards (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3060597-0","_standard":"text":"Orchestre Les Grands Maquisards (Musikgruppe)"},"conceptName":"Orchestre Les Grands Maquisards (Musikgruppe)"}	029A	$B:	Orchestre Les Grands Maquisards		
280797699	http://d-nb.info/gnd/1054232687	Boukaka, Franklin	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1054232687","_standard":"text":"Boukaka, Franklin"},"conceptName":"Boukaka, Franklin"}	028E	$B:	Boukaka, Franklin	1940-1972	
280797699	http://d-nb.info/gnd/3059066-8	Orchestre Cercul Jazz	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3059066-8","_standard":"text":"Orchestre Cercul Jazz"},"conceptName":"Orchestre Cercul Jazz"}	029A	$B:	Orchestre Cercul Jazz		
280797699	http://d-nb.info/gnd/3059239-2	Orchestre Negro Band (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3059239-2","_standard":"text":"Orchestre Negro Band (Musikgruppe)"},"conceptName":"Orchestre Negro Band (Musikgruppe)"}	029A/01	$B:	Orchestre Negro Band		
280797699	http://d-nb.info/gnd/3059012-7	Orchestre Negro Succes	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3059012-7","_standard":"text":"Orchestre Negro Succes"},"conceptName":"Orchestre Negro Succes"}	029A/02	$B:	Orchestre Negro Succes		
280798490	http://d-nb.info/gnd/1143257049	Longomba, Victor	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1143257049","_standard":"text":"Longomba, Victor"},"conceptName":"Longomba, Victor"}	028A	$B:	Longomba, Victor	1932-	
280798490	http://d-nb.info/gnd/1124410430	Kwamy	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1124410430","_standard":"text":"Kwamy"},"conceptName":"Kwamy"}	028B/01	$B:	Kwamy	1939-1998	
280798490	http://d-nb.info/gnd/			028B/02	$B:	Edo		
280798490	http://d-nb.info/gnd/3015656-7	Tout-Puissant OK Jazz	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3015656-7","_standard":"text":"Tout-Puissant OK Jazz"},"conceptName":"Tout-Puissant OK Jazz"}	029E	$B:	Tout-Puissant OK Jazz		
284842354	http://d-nb.info/gnd/1034498649	Franco, Musiker	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1034498649","_standard":"text":"Franco, Musiker"},"conceptName":"Franco, Musiker"}	028E	$B:	Franco <Musiker>	1938-1989	
284842354	http://d-nb.info/gnd/1054734453	Simaro, Musiker	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1054734453","_standard":"text":"Simaro, Musiker"},"conceptName":"Simaro, Musiker"}	028E/01	$B:	Simaro <Musiker>	1939-	
284842354	http://d-nb.info/gnd/3015656-7	Tout-Puissant OK Jazz	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3015656-7","_standard":"text":"Tout-Puissant OK Jazz"},"conceptName":"Tout-Puissant OK Jazz"}	029E	$B:	Tout-Puissant OK Jazz		
288848020	http://d-nb.info/gnd/134782542	Ley, Tabu	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/134782542","_standard":"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	028A	$B:	Ley, Tabu	1940-2013	
288848020	http://d-nb.info/gnd/3028408-9	Afrisa International Orchestra	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3028408-9","_standard":"text":"Afrisa International Orchestra"},"conceptName":"Afrisa International Orchestra"}	029E	$B:	Afrisa International Orchestra		
